Student_ID,Semster_Name,Paper 1,Paper 2,Paper 3,Paper 4,Paper 5,Paper 6,Paper 7,percentage,sum,Department_ID,Department_Name,,Section
SID20156528,Sem_3,90,62,97,90,75,76,95,83.57142857,585,IDEPT2357,Aerospace Engineering,,A
SID20139425,Sem_3,68,88,95,83,59,97,95,83.57142857,585,IDEPT1423,Aerospace Engineering,,A
SID20171578,Sem_3,100,85,73,43,100,100,83,83.42857143,584,IDEPT3115,Aerospace Engineering,,A
SID20161509,Sem_4,82,68,98,82,61,95,97,83.28571429,583,IDEPT4938,Aerospace Engineering,,A
SID20168118,Sem_3,74,88,89,84,75,96,76,83.14285714,582,IDEPT4938,Aerospace Engineering,,A
SID20156044,Sem_3,89,92,93,91,73,97,47,83.14285714,582,IDEPT3115,Aerospace Engineering,,A
SID20154554,Sem_3,93,,91,98,62,71,83,83,498,IDEPT4670,Aerospace Engineering,,A
SID20138574,Sem_3,94,53,79,93,69,96,97,83,581,IDEPT4938,Aerospace Engineering,,A
SID20141776,Sem_4,48,98,98,94,94,58,91,83,581,IDEPT4132,Aerospace Engineering,,A
SID20138574,Sem_3,94,53,79,93,69,96,97,83,581,IDEPT4938,Aerospace Engineering,,A
SID20135678,Sem_3,100,68,100,70,95,82,65,82.85714286,580,IDEPT3115,Aerospace Engineering,,A
SID20133729,Sem_4,88,49,96,,76,96,92,82.83333333,497,IDEPT5528,Aerospace Engineering,,A
SID20147058,Sem_3,87,54,96,100,78,89,75,82.71428571,579,IDEPT1537,Aerospace Engineering,,A
SID20161237,Sem_4,59,75,91,99,77,82,96,82.71428571,579,IDEPT4670,Aerospace Engineering,,A
SID20149518,Sem_4,68,94,93,57,80,88,98,82.57142857,578,IDEPT5881,Aerospace Engineering,,A
SID20161530,Sem_4,76,48,96,78,100,100,80,82.57142857,578,IDEPT2054,Aerospace Engineering,,A
SID20187703,Sem_4,96,90,95,61,93,61,82,82.57142857,578,IDEPT4938,Aerospace Engineering,,A
SID20163252,Sem_4,48,92,100,92,,97,66,82.5,495,IDEPT5881,Aerospace Engineering,,A
SID20148193,Sem_3,57,97,89,84,82,74,94,82.42857143,577,IDEPT5528,Aerospace Engineering,,A
SID20135905,Sem_3,100,75,59,83,89,75,96,82.42857143,577,IDEPT5528,Aerospace Engineering,,A
SID20156528,Sem_4,59,79,81,92,,93,90,82.33333333,494,IDEPT2357,Aerospace Engineering,,A
SID20168931,Sem_4,96,89,99,93,43,63,93,82.28571429,576,IDEPT4132,Aerospace Engineering,,A
SID20163180,Sem_4,67,80,92,99,91,69,78,82.28571429,576,IDEPT4670,Aerospace Engineering,,A
SID20155559,Sem_4,,98,67,93,97,64,74,82.16666667,493,IDEPT3115,Aerospace Engineering,,A
SID20148587,Sem_4,61,96,64,77,,100,95,82.16666667,493,IDEPT4670,Aerospace Engineering,,A
SID20158712,Sem_4,87,89,48,96,81,,92,82.16666667,493,IDEPT1537,Aerospace Engineering,,A
SID20166813,Sem_4,88,90,75,62,89,93,78,82.14285714,575,IDEPT4132,Aerospace Engineering,,A
SID20163549,Sem_4,97,90,100,61,72,91,64,82.14285714,575,IDEPT4670,Aerospace Engineering,,A
SID20167289,Sem_4,97,82,99,55,96,83,63,82.14285714,575,IDEPT4132,Aerospace Engineering,,A
SID20144160,Sem_4,64,78,86,68,92,90,96,82,574,IDEPT5881,Aerospace Engineering,,A
SID20144160,Sem_4,64,78,86,68,92,90,96,82,574,IDEPT5881,Aerospace Engineering,,A
SID20158893,Sem_4,85,98,60,60,97,94,80,82,574,IDEPT4670,Aerospace Engineering,,A
SID20154539,Sem_4,100,57,71,85,72,92,97,82,574,IDEPT4670,Aerospace Engineering,,A
SID20131433,Sem_4,89,92,79,80,95,78,61,82,574,IDEPT3115,Aerospace Engineering,,A
SID20184631,Sem_3,83,40,93,78,90,94,95,81.85714286,573,IDEPT1423,Aerospace Engineering,,A
SID20184080,Sem_3,90,82,74,95,69,98,65,81.85714286,573,IDEPT3115,Aerospace Engineering,,A
SID20184080,Sem_3,90,82,74,95,69,98,65,81.85714286,573,IDEPT3115,Aerospace Engineering,,A
SID20173644,Sem_3,87,56,76,100,87,70,97,81.85714286,573,IDEPT5881,Aerospace Engineering,,A
SID20136705,Sem_3,91,84,89,100,68,86,55,81.85714286,573,IDEPT2054,Aerospace Engineering,,A
SID20172235,Sem_4,88,87,92,82,84,89,51,81.85714286,573,IDEPT5881,Aerospace Engineering,,A
SID20139125,Sem_4,,82,79,91,75,74,90,81.83333333,491,IDEPT4670,Aerospace Engineering,,A
SID20163259,Sem_3,52,71,,100,87,87,94,81.83333333,491,IDEPT4670,Aerospace Engineering,,A
SID20135211,Sem_4,62,94,98,81,46,97,94,81.71428571,572,IDEPT4670,Aerospace Engineering,,A
SID20171360,Sem_3,80,96,99,92,87,51,67,81.71428571,572,IDEPT4132,Aerospace Engineering,,A
SID20185092,Sem_4,84,79,97,84,69,85,74,81.71428571,572,IDEPT3115,Aerospace Engineering,,A
SID20171578,Sem_4,83,98,62,69,99,91,69,81.57142857,571,IDEPT3115,Aerospace Engineering,,A
SID20176207,Sem_4,75,97,76,43,95,99,86,81.57142857,571,IDEPT5528,Aerospace Engineering,,A
SID20144729,Sem_4,99,63,93,,67,73,94,81.5,489,IDEPT4670,Aerospace Engineering,,A
SID20172126,Sem_3,89,70,71,99,90,99,52,81.42857143,570,IDEPT5881,Aerospace Engineering,,A
SID20143524,Sem_4,92,88,84,74,75,73,84,81.42857143,570,IDEPT1423,Aerospace Engineering,,A
SID20176364,Sem_3,80,92,61,95,86,94,62,81.42857143,570,IDEPT2054,Aerospace Engineering,,A
SID20147597,Sem_3,86,73,97,94,75,47,98,81.42857143,570,IDEPT4670,Aerospace Engineering,,A
SID20142666,Sem_3,93,65,99,77,91,82,63,81.42857143,570,IDEPT4670,Aerospace Engineering,,A
SID20166911,Sem_4,77,93,89,50,94,71,96,81.42857143,570,IDEPT5528,Aerospace Engineering,,A
SID20143162,Sem_4,95,95,89,84,66,77,63,81.28571429,569,IDEPT1537,Aerospace Engineering,,A
SID20138442,Sem_4,85,54,76,67,95,99,93,81.28571429,569,IDEPT5881,Aerospace Engineering,,A
SID20188081,Sem_4,47,78,84,,87,95,96,81.16666667,487,IDEPT2054,Aerospace Engineering,,A
SID20165383,Sem_4,56,89,63,84,91,98,87,81.14285714,568,IDEPT4670,Aerospace Engineering,,A
SID20131823,Sem_4,53,85,96,74,96,80,84,81.14285714,568,IDEPT5881,Aerospace Engineering,,A
SID20179496,Sem_4,89,96,53,86,89,58,97,81.14285714,568,IDEPT1537,Aerospace Engineering,,A
SID20156979,Sem_3,59,87,91,98,78,65,90,81.14285714,568,IDEPT4670,Aerospace Engineering,,A
SID20154179,Sem_3,95,67,95,73,98,85,54,81,567,IDEPT5528,Aerospace Engineering,,A
SID20154056,Sem_4,86,94,53,59,94,88,93,81,567,IDEPT5881,Aerospace Engineering,,A
SID20156143,Sem_3,89,99,68,86,89,54,82,81,567,IDEPT3115,Aerospace Engineering,,A
SID20145547,Sem_3,,75,91,91,72,92,65,81,486,IDEPT4938,Aerospace Engineering,,A
SID20184869,Sem_3,87,82,52,96,68,88,94,81,567,IDEPT3115,Aerospace Engineering,,A
SID20143985,Sem_4,40,83,86,81,,97,99,81,486,IDEPT2054,Aerospace Engineering,,A
SID20156373,Sem_3,89,45,100,83,99,82,69,81,567,IDEPT1537,Aerospace Engineering,,A
SID20136107,Sem_3,100,94,59,89,94,40,90,80.85714286,566,IDEPT2054,Aerospace Engineering,,A
SID20156286,Sem_3,53,86,92,65,86,92,92,80.85714286,566,IDEPT1423,Aerospace Engineering,,A
SID20148166,Sem_4,83,76,71,98,96,96,46,80.85714286,566,IDEPT4132,Aerospace Engineering,,A
SID20161915,Sem_3,99,66,88,41,95,98,79,80.85714286,566,IDEPT5528,Aerospace Engineering,,A
SID20155553,Sem_4,61,94,97,77,94,67,76,80.85714286,566,IDEPT4670,Aerospace Engineering,,A
SID20175212,Sem_4,77,76,93,100,90,80,50,80.85714286,566,IDEPT2054,Aerospace Engineering,,A
SID20155559,Sem_3,71,66,91,92,68,89,89,80.85714286,566,IDEPT3115,Aerospace Engineering,,A
SID20141561,Sem_4,89,93,61,88,88,73,73,80.71428571,565,IDEPT4938,Aerospace Engineering,,A
SID20148520,Sem_3,80,96,59,89,69,99,73,80.71428571,565,IDEPT1537,Aerospace Engineering,,A
SID20168160,Sem_3,90,55,100,59,90,80,91,80.71428571,565,IDEPT3115,Aerospace Engineering,,A
SID20152817,Sem_3,88,96,72,84,100,48,77,80.71428571,565,IDEPT2357,Aerospace Engineering,,A
SID20163399,Sem_3,,81,95,52,86,90,80,80.66666667,484,IDEPT1537,Aerospace Engineering,,A
SID20171354,Sem_4,83,91,43,96,97,57,97,80.57142857,564,IDEPT4670,Aerospace Engineering,,A
SID20188786,Sem_3,65,94,91,91,44,99,80,80.57142857,564,IDEPT1537,Aerospace Engineering,,A
SID20168519,Sem_3,100,82,97,64,97,57,66,80.42857143,563,IDEPT2357,Aerospace Engineering,,A
SID20168875,Sem_4,71,84,74,64,95,90,84,80.28571429,562,IDEPT2357,Aerospace Engineering,,A
SID20156747,Sem_3,64,77,98,85,64,79,94,80.14285714,561,IDEPT4670,Aerospace Engineering,,A
SID20153105,Sem_4,69,56,91,74,98,100,73,80.14285714,561,IDEPT4938,Aerospace Engineering,,A
SID20146860,Sem_3,57,98,98,40,,93,94,80,480,IDEPT4938,Aerospace Engineering,,A
SID20167238,Sem_3,74,50,74,92,81,99,90,80,560,IDEPT4938,Aerospace Engineering,,A
SID20138091,Sem_4,84,75,53,85,91,95,77,80,560,IDEPT3115,Aerospace Engineering,,A
SID20167688,Sem_4,97,93,55,65,80,84,86,80,560,IDEPT2054,Aerospace Engineering,,A
SID20186253,Sem_4,83,70,92,94,47,88,85,79.85714286,559,IDEPT4132,Aerospace Engineering,,A
SID20187063,Sem_3,61,85,90,96,70,71,86,79.85714286,559,IDEPT3115,Aerospace Engineering,,A
SID20187746,Sem_4,63,65,,98,99,63,91,79.83333333,479,IDEPT5528,Aerospace Engineering,,A
SID20154607,Sem_4,,89,94,63,84,88,61,79.83333333,479,IDEPT1423,Aerospace Engineering,,A
SID20143814,Sem_4,75,87,85,93,52,71,95,79.71428571,558,IDEPT3115,Aerospace Engineering,,A
SID20187704,Sem_3,81,66,95,76,99,54,87,79.71428571,558,IDEPT4132,Aerospace Engineering,,A
SID20163580,Sem_3,67,62,85,93,81,76,94,79.71428571,558,IDEPT2357,Aerospace Engineering,,A
SID20152875,Sem_3,81,92,95,48,50,97,95,79.71428571,558,IDEPT4938,Aerospace Engineering,,A
SID20141690,Sem_3,85,61,61,95,100,98,58,79.71428571,558,IDEPT5528,Aerospace Engineering,,A
SID20156933,Sem_4,99,82,84,57,91,99,46,79.71428571,558,IDEPT1423,Aerospace Engineering,,A
SID20181767,Sem_3,97,73,96,77,63,59,93,79.71428571,558,IDEPT2054,Aerospace Engineering,,A
SID20139329,Sem_3,46,82,78,92,100,97,63,79.71428571,558,IDEPT5881,Aerospace Engineering,,A
SID20182382,Sem_4,89,64,98,92,86,42,87,79.71428571,558,IDEPT5528,Aerospace Engineering,,A
SID20176544,Sem_4,91,94,52,100,42,91,88,79.71428571,558,IDEPT4132,Aerospace Engineering,,A
SID20149144,Sem_3,99,91,51,75,69,73,100,79.71428571,558,IDEPT1537,Aerospace Engineering,,A
SID20184285,Sem_4,,53,85,70,81,95,94,79.66666667,478,IDEPT3115,Aerospace Engineering,,A
SID20171484,Sem_4,95,66,96,94,45,82,,79.66666667,478,IDEPT1537,Aerospace Engineering,,A
SID20162803,Sem_4,89,91,58,91,73,62,93,79.57142857,557,IDEPT2357,Aerospace Engineering,,A
SID20138933,Sem_4,64,72,89,70,90,100,72,79.57142857,557,IDEPT2357,Aerospace Engineering,,A
SID20132638,Sem_3,100,77,94,91,75,41,79,79.57142857,557,IDEPT2357,Aerospace Engineering,,A
SID20148583,Sem_3,98,97,98,83,58,66,57,79.57142857,557,IDEPT1537,Aerospace Engineering,,A
SID20138933,Sem_4,64,72,89,70,90,100,72,79.57142857,557,IDEPT2357,Aerospace Engineering,,A
SID20144380,Sem_4,85,71,85,98,68,90,60,79.57142857,557,IDEPT5881,Aerospace Engineering,,A
SID20181880,Sem_3,89,86,88,75,79,83,57,79.57142857,557,IDEPT2357,Aerospace Engineering,,A
SID20181281,Sem_3,90,72,81,90,,70,74,79.5,477,IDEPT2054,Aerospace Engineering,,A
SID20167688,Sem_3,86,91,52,95,64,98,70,79.42857143,556,IDEPT2054,Aerospace Engineering,,A
SID20163406,Sem_3,57,96,88,98,63,64,90,79.42857143,556,IDEPT1537,Aerospace Engineering,,A
SID20184743,Sem_3,81,94,86,58,99,51,87,79.42857143,556,IDEPT3115,Aerospace Engineering,,A
SID20141516,Sem_3,85,60,96,59,83,88,85,79.42857143,556,IDEPT5528,Aerospace Engineering,,A
SID20144802,Sem_4,69,91,94,55,100,54,93,79.42857143,556,IDEPT1423,Aerospace Engineering,,A
SID20142918,Sem_4,99,79,87,91,68,59,72,79.28571429,555,IDEPT4670,Aerospace Engineering,,A
SID20156438,Sem_4,64,96,58,79,98,97,63,79.28571429,555,IDEPT4132,Aerospace Engineering,,A
SID20135785,Sem_4,79,95,48,93,94,78,68,79.28571429,555,IDEPT2357,Aerospace Engineering,,A
SID20188368,Sem_3,98,85,79,75,,41,97,79.16666667,475,IDEPT1537,Aerospace Engineering,,A
SID20158434,Sem_3,96,73,80,58,88,100,59,79.14285714,554,IDEPT4132,Aerospace Engineering,,A
SID20149391,Sem_3,42,98,88,67,100,67,92,79.14285714,554,IDEPT4938,Aerospace Engineering,,A
SID20149001,Sem_3,97,79,95,62,84,77,60,79.14285714,554,IDEPT5881,Aerospace Engineering,,A
SID20158184,Sem_3,90,47,88,93,76,62,98,79.14285714,554,IDEPT1537,Aerospace Engineering,,A
SID20174294,Sem_4,62,75,67,96,57,99,98,79.14285714,554,IDEPT4670,Aerospace Engineering,,A
SID20132638,Sem_4,67,82,65,83,72,85,100,79.14285714,554,IDEPT2357,Aerospace Engineering,,A
SID20189126,Sem_4,59,100,99,57,44,100,95,79.14285714,554,IDEPT5528,Aerospace Engineering,,A
SID20168084,Sem_3,89,78,91,85,71,74,66,79.14285714,554,IDEPT4938,Aerospace Engineering,,A
SID20164821,Sem_3,100,43,91,45,94,100,81,79.14285714,554,IDEPT5881,Aerospace Engineering,,A
SID20189227,Sem_3,94,81,57,97,86,90,49,79.14285714,554,IDEPT5528,Aerospace Engineering,,A
SID20134703,Sem_4,,75,47,98,96,91,67,79,474,IDEPT2054,Aerospace Engineering,,A
SID20134703,Sem_4,,75,47,98,96,91,67,79,474,IDEPT2054,Aerospace Engineering,,A
SID20185208,Sem_3,89,93,83,76,68,48,96,79,553,IDEPT4132,Aerospace Engineering,,A
SID20188203,Sem_3,88,66,59,84,85,71,100,79,553,IDEPT3115,Aerospace Engineering,,A
SID20136788,Sem_4,93,40,95,,81,71,94,79,474,IDEPT2357,Aerospace Engineering,,A
SID20133468,Sem_4,87,92,89,68,88,59,70,79,553,IDEPT5528,Aerospace Engineering,,A
SID20149123,Sem_3,57,95,73,89,53,97,89,79,553,IDEPT2054,Aerospace Engineering,,A
SID20156424,Sem_4,87,90,,58,98,62,79,79,474,IDEPT4670,Aerospace Engineering,,A
SID20148761,Sem_3,88,78,67,70,77,76,97,79,553,IDEPT1423,Aerospace Engineering,,A
SID20135178,Sem_3,75,95,72,92,98,65,56,79,553,IDEPT3115,Aerospace Engineering,,A
SID20159964,Sem_3,41,,97,94,86,79,77,79,474,IDEPT2054,Aerospace Engineering,,A
SID20181166,Sem_4,98,81,75,94,67,52,86,79,553,IDEPT1537,Aerospace Engineering,,A
SID20167212,Sem_4,52,78,67,98,99,78,80,78.85714286,552,IDEPT5881,Aerospace Engineering,,A
SID20167212,Sem_4,52,78,67,98,99,78,80,78.85714286,552,IDEPT5881,Aerospace Engineering,,A
SID20166722,Sem_3,67,83,41,78,95,89,99,78.85714286,552,IDEPT1423,Aerospace Engineering,,A
SID20132388,Sem_4,68,46,91,74,87,88,98,78.85714286,552,IDEPT3115,Aerospace Engineering,,A
SID20174108,Sem_4,77,84,56,95,83,59,98,78.85714286,552,IDEPT4670,Aerospace Engineering,,A
SID20155553,Sem_3,88,70,81,98,64,81,70,78.85714286,552,IDEPT4670,Aerospace Engineering,,A
SID20152429,Sem_4,94,93,83,50,63,88,81,78.85714286,552,IDEPT4670,Aerospace Engineering,,A
SID20153407,Sem_4,64,57,92,86,86,72,94,78.71428571,551,IDEPT2357,Aerospace Engineering,,A
SID20188453,Sem_4,83,97,65,49,86,92,79,78.71428571,551,IDEPT1537,Aerospace Engineering,,A
SID20187793,Sem_3,86,81,73,94,77,83,57,78.71428571,551,IDEPT1537,Aerospace Engineering,,A
SID20161918,Sem_4,91,97,81,66,47,88,81,78.71428571,551,IDEPT1537,Aerospace Engineering,,A
SID20154800,Sem_3,80,100,90,61,92,88,40,78.71428571,551,IDEPT1537,Aerospace Engineering,,A
SID20152120,Sem_4,81,90,56,59,83,98,84,78.71428571,551,IDEPT4938,Aerospace Engineering,,A
SID20158836,Sem_4,,70,88,93,99,48,74,78.66666667,472,IDEPT5528,Aerospace Engineering,,A
SID20185756,Sem_3,72,83,81,62,99,59,94,78.57142857,550,IDEPT4132,Aerospace Engineering,,A
SID20141776,Sem_3,92,95,47,72,68,87,89,78.57142857,550,IDEPT4132,Aerospace Engineering,,A
SID20139425,Sem_4,73,44,79,89,93,93,79,78.57142857,550,IDEPT1423,Aerospace Engineering,,A
SID20151227,Sem_3,86,65,68,98,89,54,90,78.57142857,550,IDEPT1423,Aerospace Engineering,,A
SID20186505,Sem_4,63,68,89,70,89,92,,78.5,471,IDEPT2357,Aerospace Engineering,,A
SID20149001,Sem_4,51,97,84,85,,57,97,78.5,471,IDEPT5881,Aerospace Engineering,,A
SID20139101,Sem_4,94,54,,98,80,85,60,78.5,471,IDEPT5881,Aerospace Engineering,,A
SID20139101,Sem_4,94,54,,98,80,85,60,78.5,471,IDEPT5881,Aerospace Engineering,,A
SID20157678,Sem_3,81,58,95,100,64,56,95,78.42857143,549,IDEPT4132,Aerospace Engineering,,A
SID20186661,Sem_3,85,53,72,88,90,91,70,78.42857143,549,IDEPT1423,Aerospace Engineering,,A
SID20168658,Sem_4,41,66,99,99,84,86,74,78.42857143,549,IDEPT4938,Aerospace Engineering,,A
SID20142953,Sem_3,88,73,59,90,60,86,93,78.42857143,549,IDEPT5881,Aerospace Engineering,,A
SID20135897,Sem_4,58,100,80,98,83,70,60,78.42857143,549,IDEPT4132,Aerospace Engineering,,A
SID20135569,Sem_4,91,83,64,79,82,100,50,78.42857143,549,IDEPT5881,Aerospace Engineering,,A
SID20169786,Sem_3,98,63,66,82,75,73,92,78.42857143,549,IDEPT5528,Aerospace Engineering,,A
SID20146645,Sem_4,97,82,44,96,64,76,89,78.28571429,548,IDEPT5881,Aerospace Engineering,,A
SID20158434,Sem_4,55,64,88,82,88,93,78,78.28571429,548,IDEPT4132,Aerospace Engineering,,A
SID20136871,Sem_3,100,46,45,94,70,94,99,78.28571429,548,IDEPT1537,Aerospace Engineering,,A
SID20156717,Sem_4,50,83,100,96,82,40,97,78.28571429,548,IDEPT1423,Aerospace Engineering,,A
SID20156775,Sem_3,61,70,94,85,88,84,66,78.28571429,548,IDEPT5528,Aerospace Engineering,,A
SID20148359,Sem_3,90,78,85,86,71,94,44,78.28571429,548,IDEPT1537,Aerospace Engineering,,A
SID20178945,Sem_4,100,57,59,99,,76,,78.2,391,IDEPT4938,Aerospace Engineering,,A
SID20164036,Sem_4,60,92,,72,88,,79,78.2,391,IDEPT1537,Aerospace Engineering,,A
SID20142323,Sem_4,82,90,68,47,,83,99,78.16666667,469,IDEPT5528,Aerospace Engineering,,A
SID20184655,Sem_3,,48,81,96,84,99,61,78.16666667,469,IDEPT4670,Aerospace Engineering,,A
SID20184655,Sem_3,,48,81,96,84,99,61,78.16666667,469,IDEPT4670,Aerospace Engineering,,A
SID20158806,Sem_4,,96,70,71,62,97,73,78.16666667,469,IDEPT1537,Aerospace Engineering,,A
SID20171937,Sem_4,77,64,94,82,77,83,70,78.14285714,547,IDEPT5528,Aerospace Engineering,,A
SID20182015,Sem_3,70,44,89,88,63,99,94,78.14285714,547,IDEPT1423,Aerospace Engineering,,A
SID20152437,Sem_3,64,53,100,91,72,72,95,78.14285714,547,IDEPT1423,Aerospace Engineering,,A
SID20169346,Sem_4,97,72,74,72,45,95,92,78.14285714,547,IDEPT4670,Aerospace Engineering,,A
SID20177853,Sem_3,74,72,67,99,90,45,100,78.14285714,547,IDEPT2357,Aerospace Engineering,,A
SID20183731,Sem_4,75,84,99,56,75,66,91,78,546,IDEPT3115,Aerospace Engineering,,A
SID20135569,Sem_3,100,62,87,75,89,68,65,78,546,IDEPT5881,Aerospace Engineering,,A
SID20175253,Sem_4,51,89,71,74,88,81,92,78,546,IDEPT4670,Aerospace Engineering,,A
SID20175253,Sem_4,51,89,71,74,88,81,92,78,546,IDEPT4670,Aerospace Engineering,,A
SID20178804,Sem_4,93,69,81,80,82,75,66,78,546,IDEPT2054,Aerospace Engineering,,A
SID20178804,Sem_4,93,69,81,80,82,75,66,78,546,IDEPT2054,Aerospace Engineering,,A
SID20178804,Sem_4,93,69,81,80,82,75,66,78,546,IDEPT2054,Aerospace Engineering,,A
SID20186953,Sem_4,74,79,68,96,80,78,71,78,546,IDEPT3115,Aerospace Engineering,,A
SID20139442,Sem_3,61,90,70,69,72,99,85,78,546,IDEPT2054,Aerospace Engineering,,A
SID20186644,Sem_4,70,98,98,79,79,62,60,78,546,IDEPT1423,Aerospace Engineering,,A
SID20149390,Sem_3,98,60,99,82,62,67,,78,468,IDEPT4938,Aerospace Engineering,,A
SID20139097,Sem_4,66,63,43,100,95,89,90,78,546,IDEPT2357,Aerospace Engineering,,A
SID20159972,Sem_4,69,53,91,58,98,85,92,78,546,IDEPT1537,Aerospace Engineering,,A
SID20136876,Sem_4,47,81,84,87,90,79,78,78,546,IDEPT2357,Aerospace Engineering,,A
SID20158924,Sem_4,96,53,93,91,90,64,58,77.85714286,545,IDEPT3115,Aerospace Engineering,,A
SID20155662,Sem_3,51,84,46,96,81,91,96,77.85714286,545,IDEPT2357,Aerospace Engineering,,A
SID20141707,Sem_4,75,82,73,96,86,43,90,77.85714286,545,IDEPT5528,Aerospace Engineering,,A
SID20138574,Sem_4,80,88,83,63,52,80,99,77.85714286,545,IDEPT4938,Aerospace Engineering,,A
SID20142778,Sem_3,50,98,91,91,73,92,50,77.85714286,545,IDEPT1537,Aerospace Engineering,,A
SID20138574,Sem_4,80,88,83,63,52,80,99,77.85714286,545,IDEPT4938,Aerospace Engineering,,A
SID20131191,Sem_4,74,68,89,76,73,87,78,77.85714286,545,IDEPT3115,Aerospace Engineering,,A
SID20171483,Sem_4,80,83,69,52,81,83,97,77.85714286,545,IDEPT4670,Aerospace Engineering,,A
SID20141707,Sem_4,75,82,73,96,86,43,90,77.85714286,545,IDEPT5528,Aerospace Engineering,,A
SID20157831,Sem_4,98,96,90,53,,75,55,77.83333333,467,IDEPT1537,Aerospace Engineering,,A
SID20153340,Sem_3,74,81,46,91,81,94,,77.83333333,467,IDEPT4938,Aerospace Engineering,,A
SID20157831,Sem_4,98,96,90,53,,75,55,77.83333333,467,IDEPT1537,Aerospace Engineering,,A
SID20163438,Sem_3,93,75,58,80,97,53,88,77.71428571,544,IDEPT4132,Aerospace Engineering,,A
SID20176109,Sem_3,93,89,91,58,49,99,65,77.71428571,544,IDEPT5528,Aerospace Engineering,,A
SID20178945,Sem_3,93,100,77,56,89,53,76,77.71428571,544,IDEPT4938,Aerospace Engineering,,A
SID20165370,Sem_3,81,91,50,96,75,56,95,77.71428571,544,IDEPT3115,Aerospace Engineering,,A
SID20175842,Sem_3,90,91,64,56,91,83,69,77.71428571,544,IDEPT4670,Aerospace Engineering,,A
SID20185203,Sem_4,59,99,78,76,83,66,83,77.71428571,544,IDEPT4670,Aerospace Engineering,,A
SID20135953,Sem_3,99,58,81,78,89,95,44,77.71428571,544,IDEPT5528,Aerospace Engineering,,A
