Student_ID,Semster_Name,Paper 1,Paper 2,Paper 3,Paper 4,Paper 5,Paper 6,Paper 7,percentage,sum,Department_ID,Department_Name,,Section
SID20141309,Sem_7,58,83,91,92,99,99,59,83,581,IDEPT4132,Aerospace Engineering,,A
SID20156272,Sem_7,66,59,89,93,83,90,100,82.85714286,580,IDEPT3115,Aerospace Engineering,,A
SID20133527,Sem_8,88,79,100,50,83,94,86,82.85714286,580,IDEPT4132,Aerospace Engineering,,A
SID20174212,Sem_8,95,96,81,68,92,56,92,82.85714286,580,IDEPT1423,Aerospace Engineering,,A
SID20135426,Sem_8,86,59,87,91,62,98,97,82.85714286,580,IDEPT1423,Aerospace Engineering,,A
SID20135426,Sem_8,86,59,87,91,62,98,97,82.85714286,580,IDEPT1423,Aerospace Engineering,,A
SID20161237,Sem_8,80,100,90,92,63,92,63,82.85714286,580,IDEPT4670,Aerospace Engineering,,A
SID20159558,Sem_8,86,66,91,94,60,89,93,82.71428571,579,IDEPT4938,Aerospace Engineering,,A
SID20139425,Sem_8,69,87,71,95,92,89,76,82.71428571,579,IDEPT1423,Aerospace Engineering,,A
SID20148305,Sem_7,87,99,61,77,,80,92,82.66666667,496,IDEPT4132,Aerospace Engineering,,A
SID20141728,Sem_7,64,87,80,79,74,95,99,82.57142857,578,IDEPT4670,Aerospace Engineering,,A
SID20171208,Sem_8,99,54,94,96,98,87,50,82.57142857,578,IDEPT3115,Aerospace Engineering,,A
SID20135953,Sem_8,97,66,90,73,60,91,100,82.42857143,577,IDEPT5528,Aerospace Engineering,,A
SID20157679,Sem_7,96,75,51,96,93,83,,82.33333333,494,IDEPT4670,Aerospace Engineering,,A
SID20175253,Sem_7,51,66,85,99,98,86,91,82.28571429,576,IDEPT4670,Aerospace Engineering,,A
SID20148169,Sem_7,59,83,90,91,83,82,88,82.28571429,576,IDEPT1423,Aerospace Engineering,,A
SID20163580,Sem_7,85,98,91,96,85,64,57,82.28571429,576,IDEPT2357,Aerospace Engineering,,A
SID20175253,Sem_7,51,66,85,99,98,86,91,82.28571429,576,IDEPT4670,Aerospace Engineering,,A
SID20175986,Sem_8,82,58,96,84,84,93,79,82.28571429,576,IDEPT5528,Aerospace Engineering,,A
SID20179743,Sem_7,86,95,88,91,50,80,85,82.14285714,575,IDEPT4132,Aerospace Engineering,,A
SID20165339,Sem_8,97,55,93,62,88,97,83,82.14285714,575,IDEPT5528,Aerospace Engineering,,A
SID20162745,Sem_7,70,96,73,66,78,100,92,82.14285714,575,IDEPT4938,Aerospace Engineering,,A
SID20151733,Sem_8,65,79,99,90,62,81,99,82.14285714,575,IDEPT2357,Aerospace Engineering,,A
SID20177977,Sem_7,90,100,69,76,89,71,80,82.14285714,575,IDEPT4670,Aerospace Engineering,,A
SID20186984,Sem_8,79,100,77,96,42,85,95,82,574,IDEPT4132,Aerospace Engineering,,A
SID20143093,Sem_7,99,78,78,90,99,49,81,82,574,IDEPT2357,Aerospace Engineering,,A
SID20186984,Sem_7,94,81,97,76,96,60,69,81.85714286,573,IDEPT4132,Aerospace Engineering,,A
SID20148587,Sem_8,93,60,81,85,79,86,89,81.85714286,573,IDEPT4670,Aerospace Engineering,,A
SID20135178,Sem_7,95,89,72,42,88,87,100,81.85714286,573,IDEPT3115,Aerospace Engineering,,A
SID20157678,Sem_8,96,95,74,81,40,87,100,81.85714286,573,IDEPT4132,Aerospace Engineering,,A
SID20132672,Sem_7,72,100,87,43,83,89,98,81.71428571,572,IDEPT4132,Aerospace Engineering,,A
SID20183269,Sem_8,87,98,69,95,41,97,85,81.71428571,572,IDEPT4132,Aerospace Engineering,,A
SID20144263,Sem_7,93,81,86,57,100,99,56,81.71428571,572,IDEPT5881,Aerospace Engineering,,A
SID20165173,Sem_8,69,67,86,77,93,85,95,81.71428571,572,IDEPT5528,Aerospace Engineering,,A
SID20132245,Sem_8,91,89,93,96,74,61,67,81.57142857,571,IDEPT2054,Aerospace Engineering,,A
SID20186543,Sem_7,75,89,85,74,69,80,98,81.42857143,570,IDEPT5528,Aerospace Engineering,,A
SID20143524,Sem_7,80,89,89,64,100,75,73,81.42857143,570,IDEPT1423,Aerospace Engineering,,A
SID20137312,Sem_8,88,100,86,92,75,52,77,81.42857143,570,IDEPT3115,Aerospace Engineering,,A
SID20176456,Sem_8,96,96,41,76,85,85,91,81.42857143,570,IDEPT5528,Aerospace Engineering,,A
SID20169134,Sem_8,57,89,82,90,76,99,77,81.42857143,570,IDEPT3115,Aerospace Engineering,,A
SID20188810,Sem_7,90,98,53,83,63,93,90,81.42857143,570,IDEPT2357,Aerospace Engineering,,A
SID20168658,Sem_7,79,100,84,47,99,71,90,81.42857143,570,IDEPT4938,Aerospace Engineering,,A
SID20148325,Sem_7,80,86,63,98,76,87,79,81.28571429,569,IDEPT1423,Aerospace Engineering,,A
SID20166301,Sem_8,69,75,90,92,67,79,97,81.28571429,569,IDEPT2054,Aerospace Engineering,,A
SID20131177,Sem_7,77,97,73,79,86,85,72,81.28571429,569,IDEPT5528,Aerospace Engineering,,A
SID20145485,Sem_7,95,76,57,85,81,88,87,81.28571429,569,IDEPT4938,Aerospace Engineering,,A
SID20178787,Sem_8,100,91,65,94,,69,68,81.16666667,487,IDEPT3115,Aerospace Engineering,,A
SID20145772,Sem_8,75,85,80,79,76,76,96,81,567,IDEPT4132,Aerospace Engineering,,A
SID20189510,Sem_7,98,81,96,65,97,79,51,81,567,IDEPT5881,Aerospace Engineering,,A
SID20132913,Sem_7,65,86,91,98,57,85,85,81,567,IDEPT4132,Aerospace Engineering,,A
SID20151759,Sem_7,80,89,93,86,96,46,77,81,567,IDEPT2357,Aerospace Engineering,,A
SID20159716,Sem_7,93,94,45,93,88,78,76,81,567,IDEPT5881,Aerospace Engineering,,A
SID20148761,Sem_7,45,90,87,62,98,100,85,81,567,IDEPT1423,Aerospace Engineering,,A
SID20143671,Sem_8,69,66,94,93,93,63,89,81,567,IDEPT5881,Aerospace Engineering,,A
SID20168123,Sem_8,65,98,65,72,93,96,78,81,567,IDEPT3115,Aerospace Engineering,,A
SID20139613,Sem_8,96,64,89,72,71,92,83,81,567,IDEPT4938,Aerospace Engineering,,A
SID20163089,Sem_8,47,70,60,97,100,94,99,81,567,IDEPT5528,Aerospace Engineering,,A
SID20183012,Sem_8,72,94,95,56,83,,86,81,486,IDEPT1423,Aerospace Engineering,,A
SID20189949,Sem_8,90,89,63,65,91,84,84,80.85714286,566,IDEPT4938,Aerospace Engineering,,A
SID20136649,Sem_8,94,84,88,51,81,92,76,80.85714286,566,IDEPT2054,Aerospace Engineering,,A
SID20147407,Sem_7,95,85,66,95,88,42,95,80.85714286,566,IDEPT4132,Aerospace Engineering,,A
SID20156450,Sem_7,79,81,91,70,76,84,85,80.85714286,566,IDEPT3115,Aerospace Engineering,,A
SID20187793,Sem_8,79,98,68,87,69,78,86,80.71428571,565,IDEPT1537,Aerospace Engineering,,A
SID20164281,Sem_7,86,92,71,72,89,93,62,80.71428571,565,IDEPT5528,Aerospace Engineering,,A
SID20179441,Sem_7,88,100,80,93,86,60,58,80.71428571,565,IDEPT1537,Aerospace Engineering,,A
SID20168164,Sem_7,98,89,89,87,80,72,50,80.71428571,565,IDEPT4132,Aerospace Engineering,,A
SID20168164,Sem_7,98,89,89,87,80,72,50,80.71428571,565,IDEPT4132,Aerospace Engineering,,A
SID20135684,Sem_8,90,98,54,68,91,68,95,80.57142857,564,IDEPT4132,Aerospace Engineering,,A
SID20135684,Sem_8,90,98,54,68,91,68,95,80.57142857,564,IDEPT4132,Aerospace Engineering,,A
SID20188786,Sem_7,61,64,96,100,,89,73,80.5,483,IDEPT1537,Aerospace Engineering,,A
SID20168876,Sem_8,89,92,71,93,54,76,88,80.42857143,563,IDEPT5528,Aerospace Engineering,,A
SID20182951,Sem_8,85,88,99,47,95,74,75,80.42857143,563,IDEPT4132,Aerospace Engineering,,A
SID20182536,Sem_7,62,98,88,64,81,96,74,80.42857143,563,IDEPT1423,Aerospace Engineering,,A
SID20177096,Sem_7,99,77,81,85,99,63,59,80.42857143,563,IDEPT1537,Aerospace Engineering,,A
SID20165370,Sem_8,81,94,86,60,92,61,89,80.42857143,563,IDEPT3115,Aerospace Engineering,,A
SID20174238,Sem_8,63,69,89,96,75,94,77,80.42857143,563,IDEPT2054,Aerospace Engineering,,A
SID20177401,Sem_7,80,95,46,96,76,96,74,80.42857143,563,IDEPT4670,Aerospace Engineering,,A
SID20158712,Sem_8,73,65,69,100,83,,92,80.33333333,482,IDEPT1537,Aerospace Engineering,,A
SID20153308,Sem_8,92,84,98,76,90,67,55,80.28571429,562,IDEPT2357,Aerospace Engineering,,A
SID20148583,Sem_7,80,55,63,77,94,98,95,80.28571429,562,IDEPT1537,Aerospace Engineering,,A
SID20147597,Sem_7,45,93,78,91,89,68,98,80.28571429,562,IDEPT4670,Aerospace Engineering,,A
SID20155882,Sem_7,71,62,95,86,94,82,72,80.28571429,562,IDEPT2357,Aerospace Engineering,,A
SID20155882,Sem_7,71,62,95,86,94,82,72,80.28571429,562,IDEPT2357,Aerospace Engineering,,A
SID20133068,Sem_7,66,52,94,97,89,99,65,80.28571429,562,IDEPT2054,Aerospace Engineering,,A
SID20145769,Sem_8,97,82,68,76,67,97,75,80.28571429,562,IDEPT2054,Aerospace Engineering,,A
SID20159565,Sem_8,82,65,90,85,47,93,100,80.28571429,562,IDEPT4132,Aerospace Engineering,,A
SID20143985,Sem_8,74,58,90,99,97,98,46,80.28571429,562,IDEPT2054,Aerospace Engineering,,A
SID20144380,Sem_7,51,95,94,97,96,82,47,80.28571429,562,IDEPT5881,Aerospace Engineering,,A
SID20163549,Sem_7,73,50,98,99,91,84,67,80.28571429,562,IDEPT4670,Aerospace Engineering,,A
SID20135953,Sem_7,95,72,79,91,92,42,90,80.14285714,561,IDEPT5528,Aerospace Engineering,,A
SID20142323,Sem_8,71,99,51,77,84,92,87,80.14285714,561,IDEPT5528,Aerospace Engineering,,A
SID20184930,Sem_7,75,84,88,68,67,96,83,80.14285714,561,IDEPT3115,Aerospace Engineering,,A
SID20178206,Sem_7,97,86,68,100,93,60,57,80.14285714,561,IDEPT2054,Aerospace Engineering,,A
SID20143671,Sem_7,95,97,88,74,48,75,84,80.14285714,561,IDEPT5881,Aerospace Engineering,,A
SID20171266,Sem_7,86,59,87,88,86,58,96,80,560,IDEPT4670,Aerospace Engineering,,A
SID20188476,Sem_8,89,100,99,91,75,53,53,80,560,IDEPT1423,Aerospace Engineering,,A
SID20154730,Sem_8,86,,90,89,87,59,69,80,480,IDEPT4132,Aerospace Engineering,,A
SID20162766,Sem_8,68,100,69,80,95,67,80,79.85714286,559,IDEPT4938,Aerospace Engineering,,A
SID20149391,Sem_7,89,98,72,90,71,50,89,79.85714286,559,IDEPT4938,Aerospace Engineering,,A
SID20147670,Sem_8,66,61,97,91,98,78,68,79.85714286,559,IDEPT3115,Aerospace Engineering,,A
SID20155493,Sem_7,78,90,89,66,77,100,59,79.85714286,559,IDEPT5528,Aerospace Engineering,,A
SID20138453,Sem_7,85,72,77,52,100,86,87,79.85714286,559,IDEPT4670,Aerospace Engineering,,A
SID20149029,Sem_7,67,88,88,99,70,67,,79.83333333,479,IDEPT4670,Aerospace Engineering,,A
SID20189892,Sem_7,65,62,82,87,98,100,64,79.71428571,558,IDEPT3115,Aerospace Engineering,,A
SID20148611,Sem_8,75,88,91,44,75,94,91,79.71428571,558,IDEPT4670,Aerospace Engineering,,A
SID20148611,Sem_8,75,88,91,44,75,94,91,79.71428571,558,IDEPT4670,Aerospace Engineering,,A
SID20158475,Sem_7,98,100,75,99,97,64,25,79.71428571,558,IDEPT4938,Aerospace Engineering,,A
SID20135897,Sem_7,83,72,64,82,93,73,90,79.57142857,557,IDEPT4132,Aerospace Engineering,,A
SID20154607,Sem_7,59,61,100,84,94,92,67,79.57142857,557,IDEPT1423,Aerospace Engineering,,A
SID20139763,Sem_8,100,80,70,81,87,49,90,79.57142857,557,IDEPT5528,Aerospace Engineering,,A
SID20136800,Sem_8,98,62,69,100,41,92,94,79.42857143,556,IDEPT4670,Aerospace Engineering,,A
SID20167560,Sem_7,77,99,83,49,76,100,72,79.42857143,556,IDEPT2357,Aerospace Engineering,,A
SID20157074,Sem_8,95,84,88,72,71,79,67,79.42857143,556,IDEPT4938,Aerospace Engineering,,A
SID20185092,Sem_8,43,96,88,77,83,90,79,79.42857143,556,IDEPT3115,Aerospace Engineering,,A
SID20176207,Sem_7,96,83,60,81,80,77,79,79.42857143,556,IDEPT5528,Aerospace Engineering,,A
SID20142751,Sem_7,89,45,72,97,97,67,88,79.28571429,555,IDEPT3115,Aerospace Engineering,,A
SID20159330,Sem_8,96,60,82,50,86,86,95,79.28571429,555,IDEPT4132,Aerospace Engineering,,A
SID20184490,Sem_8,92,56,92,56,83,95,81,79.28571429,555,IDEPT4938,Aerospace Engineering,,A
SID20147408,Sem_7,90,67,59,95,84,75,85,79.28571429,555,IDEPT1537,Aerospace Engineering,,A
SID20159048,Sem_7,64,95,96,79,62,74,85,79.28571429,555,IDEPT3115,Aerospace Engineering,,A
SID20145769,Sem_7,80,99,50,73,96,67,90,79.28571429,555,IDEPT2054,Aerospace Engineering,,A
SID20164876,Sem_8,59,86,68,97,76,79,90,79.28571429,555,IDEPT4938,Aerospace Engineering,,A
SID20164136,Sem_7,99,55,59,64,97,86,95,79.28571429,555,IDEPT4938,Aerospace Engineering,,A
SID20174102,Sem_7,89,75,94,92,83,,42,79.16666667,475,IDEPT4132,Aerospace Engineering,,A
SID20148365,Sem_8,43,,99,84,96,69,84,79.16666667,475,IDEPT2357,Aerospace Engineering,,A
SID20156979,Sem_7,98,92,73,,91,50,71,79.16666667,475,IDEPT4670,Aerospace Engineering,,A
SID20143800,Sem_7,58,,96,87,87,88,59,79.16666667,475,IDEPT3115,Aerospace Engineering,,A
SID20153633,Sem_7,52,99,99,83,90,83,48,79.14285714,554,IDEPT5528,Aerospace Engineering,,A
SID20156641,Sem_8,54,55,97,77,93,98,80,79.14285714,554,IDEPT1423,Aerospace Engineering,,A
SID20139190,Sem_8,97,75,95,55,86,60,86,79.14285714,554,IDEPT2054,Aerospace Engineering,,A
SID20179639,Sem_7,79,94,98,51,77,69,86,79.14285714,554,IDEPT1423,Aerospace Engineering,,A
SID20135700,Sem_8,58,96,41,95,66,99,99,79.14285714,554,IDEPT4938,Aerospace Engineering,,A
SID20161601,Sem_8,99,55,64,87,100,53,95,79,553,IDEPT1537,Aerospace Engineering,,A
SID20172092,Sem_8,96,67,67,83,82,58,100,79,553,IDEPT4938,Aerospace Engineering,,A
SID20134900,Sem_8,91,66,85,88,72,72,79,79,553,IDEPT2054,Aerospace Engineering,,A
SID20169542,Sem_7,86,99,81,85,55,60,87,79,553,IDEPT5528,Aerospace Engineering,,A
SID20148500,Sem_8,73,90,98,59,78,83,72,79,553,IDEPT4670,Aerospace Engineering,,A
SID20181398,Sem_7,93,95,70,62,44,100,89,79,553,IDEPT2357,Aerospace Engineering,,A
SID20164531,Sem_8,79,99,74,85,68,98,50,79,553,IDEPT5881,Aerospace Engineering,,A
SID20164531,Sem_8,79,99,74,85,68,98,50,79,553,IDEPT5881,Aerospace Engineering,,A
SID20179054,Sem_7,83,57,86,85,97,63,81,78.85714286,552,IDEPT1537,Aerospace Engineering,,A
SID20146693,Sem_7,90,71,90,91,63,62,85,78.85714286,552,IDEPT4132,Aerospace Engineering,,A
SID20184631,Sem_7,98,71,81,60,52,90,100,78.85714286,552,IDEPT1423,Aerospace Engineering,,A
SID20149017,Sem_8,74,56,74,85,70,100,93,78.85714286,552,IDEPT4938,Aerospace Engineering,,A
SID20172162,Sem_7,89,96,86,50,78,90,63,78.85714286,552,IDEPT4670,Aerospace Engineering,,A
SID20186253,Sem_7,79,94,97,76,51,100,55,78.85714286,552,IDEPT4132,Aerospace Engineering,,A
SID20141728,Sem_8,91,97,42,84,90,75,73,78.85714286,552,IDEPT4670,Aerospace Engineering,,A
SID20182517,Sem_8,85,50,100,77,85,78,77,78.85714286,552,IDEPT2054,Aerospace Engineering,,A
SID20151518,Sem_8,76,91,98,81,47,87,71,78.71428571,551,IDEPT5881,Aerospace Engineering,,A
SID20145453,Sem_7,67,100,99,80,92,61,52,78.71428571,551,IDEPT1423,Aerospace Engineering,,A
SID20139569,Sem_8,57,71,86,71,97,74,95,78.71428571,551,IDEPT4938,Aerospace Engineering,,A
SID20184382,Sem_7,92,76,93,71,86,87,46,78.71428571,551,IDEPT5528,Aerospace Engineering,,A
SID20158637,Sem_8,98,42,86,93,60,75,97,78.71428571,551,IDEPT3115,Aerospace Engineering,,A
SID20165663,Sem_7,92,80,46,69,65,100,99,78.71428571,551,IDEPT4670,Aerospace Engineering,,A
SID20158893,Sem_8,92,53,53,86,99,69,99,78.71428571,551,IDEPT4670,Aerospace Engineering,,A
SID20181919,Sem_8,54,97,87,94,83,84,52,78.71428571,551,IDEPT1423,Aerospace Engineering,,A
SID20173473,Sem_8,77,82,100,96,,64,53,78.66666667,472,IDEPT3115,Aerospace Engineering,,A
SID20154179,Sem_8,71,86,42,94,99,74,84,78.57142857,550,IDEPT5528,Aerospace Engineering,,A
SID20137763,Sem_8,81,53,87,96,86,81,66,78.57142857,550,IDEPT4670,Aerospace Engineering,,A
SID20149692,Sem_8,58,52,91,95,94,96,64,78.57142857,550,IDEPT5881,Aerospace Engineering,,A
SID20184308,Sem_8,44,59,94,99,83,86,85,78.57142857,550,IDEPT1423,Aerospace Engineering,,A
SID20186201,Sem_7,40,97,,69,99,83,83,78.5,471,IDEPT2357,Aerospace Engineering,,A
SID20184743,Sem_7,94,93,95,48,90,61,68,78.42857143,549,IDEPT3115,Aerospace Engineering,,A
SID20186948,Sem_7,87,94,58,56,69,97,88,78.42857143,549,IDEPT1537,Aerospace Engineering,,A
SID20148671,Sem_8,86,83,60,67,87,78,88,78.42857143,549,IDEPT1537,Aerospace Engineering,,A
SID20138918,Sem_8,75,46,95,95,87,57,94,78.42857143,549,IDEPT3115,Aerospace Engineering,,A
SID20148300,Sem_8,55,75,100,,98,82,60,78.33333333,470,IDEPT1537,Aerospace Engineering,,A
SID20136912,Sem_8,47,89,99,98,64,90,61,78.28571429,548,IDEPT2357,Aerospace Engineering,,A
SID20175257,Sem_7,89,99,86,97,65,51,61,78.28571429,548,IDEPT5528,Aerospace Engineering,,A
SID20168164,Sem_8,64,89,53,72,83,88,99,78.28571429,548,IDEPT4132,Aerospace Engineering,,A
SID20168164,Sem_8,64,89,53,72,83,88,99,78.28571429,548,IDEPT4132,Aerospace Engineering,,A
SID20153215,Sem_7,82,85,88,53,70,76,94,78.28571429,548,IDEPT1423,Aerospace Engineering,,A
SID20168676,Sem_8,75,77,95,60,93,76,72,78.28571429,548,IDEPT2357,Aerospace Engineering,,A
SID20182161,Sem_8,70,74,97,89,45,100,73,78.28571429,548,IDEPT4938,Aerospace Engineering,,A
SID20174707,Sem_8,80,57,65,95,60,95,95,78.14285714,547,IDEPT2054,Aerospace Engineering,,A
SID20133549,Sem_8,66,96,92,72,44,77,100,78.14285714,547,IDEPT4670,Aerospace Engineering,,A
SID20184080,Sem_8,63,69,63,67,90,97,98,78.14285714,547,IDEPT3115,Aerospace Engineering,,A
SID20184080,Sem_8,63,69,63,67,90,97,98,78.14285714,547,IDEPT3115,Aerospace Engineering,,A
SID20135569,Sem_8,94,75,94,86,95,57,46,78.14285714,547,IDEPT5881,Aerospace Engineering,,A
SID20136916,Sem_7,97,74,61,71,94,99,51,78.14285714,547,IDEPT1537,Aerospace Engineering,,A
SID20138453,Sem_8,80,82,62,57,81,85,99,78,546,IDEPT4670,Aerospace Engineering,,A
SID20159964,Sem_8,80,96,54,96,67,99,54,78,546,IDEPT2054,Aerospace Engineering,,A
SID20138021,Sem_8,97,87,92,58,65,91,56,78,546,IDEPT5881,Aerospace Engineering,,A
SID20171354,Sem_7,78,27,98,84,98,73,88,78,546,IDEPT4670,Aerospace Engineering,,A
SID20186953,Sem_8,79,,85,68,88,52,96,78,468,IDEPT3115,Aerospace Engineering,,A
SID20189015,Sem_7,82,61,89,49,100,66,99,78,546,IDEPT5881,Aerospace Engineering,,A
SID20143823,Sem_7,97,71,54,92,79,95,58,78,546,IDEPT2054,Aerospace Engineering,,A
SID20143823,Sem_7,97,71,54,92,79,95,58,78,546,IDEPT2054,Aerospace Engineering,,A
SID20168057,Sem_8,94,65,95,,100,64,50,78,468,IDEPT4938,Aerospace Engineering,,A
SID20183416,Sem_7,40,95,98,85,90,96,41,77.85714286,545,IDEPT1423,Aerospace Engineering,,A
SID20183416,Sem_7,40,95,98,85,90,96,41,77.85714286,545,IDEPT1423,Aerospace Engineering,,A
SID20155882,Sem_8,88,94,95,50,58,90,70,77.85714286,545,IDEPT2357,Aerospace Engineering,,A
SID20155882,Sem_8,88,94,95,50,58,90,70,77.85714286,545,IDEPT2357,Aerospace Engineering,,A
SID20161530,Sem_8,63,45,90,95,85,76,91,77.85714286,545,IDEPT2054,Aerospace Engineering,,A
SID20177567,Sem_8,82,85,72,75,70,69,92,77.85714286,545,IDEPT1537,Aerospace Engineering,,A
SID20158924,Sem_7,99,95,77,93,48,55,78,77.85714286,545,IDEPT3115,Aerospace Engineering,,A
SID20136572,Sem_8,69,70,81,100,76,70,79,77.85714286,545,IDEPT4132,Aerospace Engineering,,A
SID20157181,Sem_8,58,97,98,64,74,,76,77.83333333,467,IDEPT5881,Aerospace Engineering,,A
SID20169702,Sem_8,71,97,65,99,50,80,82,77.71428571,544,IDEPT5528,Aerospace Engineering,,A
SID20138558,Sem_7,95,53,64,44,96,98,94,77.71428571,544,IDEPT5528,Aerospace Engineering,,A
SID20146665,Sem_7,71,83,98,55,68,77,92,77.71428571,544,IDEPT2054,Aerospace Engineering,,A
SID20146665,Sem_7,71,83,98,55,68,77,92,77.71428571,544,IDEPT2054,Aerospace Engineering,,A
SID20171584,Sem_8,98,69,92,71,43,98,72,77.57142857,543,IDEPT1423,Aerospace Engineering,,A
