Student_ID,Semster_Name,Paper 1,Paper 2,Paper 3,Paper 4,Paper 5,Paper 6,Paper 7,percentage,sum,Department_ID,Department_Name
SID20174194,Sem_2,92.0,88.0,68.0,42.0,93.0,84.0,96.0,80.42857143,563,IDEPT8473,ME 
SID20169927,Sem_1,76.0,50.0,96.0,85.0,92.0,99.0,65.0,80.42857143,563,IDEPT8598,ME 
SID20183021,Sem_2,97.0,89.0,92.0,70.0,49.0,66.0,99.0,80.28571429,562,IDEPT8473,ME 
SID20177144,Sem_2,67.0,90.0,81.0,83.0,93.0,90.0,56.0,80.0,560,IDEPT3868,ME 
SID20137868,Sem_2,53.0,69.0,95.0,85.0,82.0,86.0,89.0,79.85714286,559,IDEPT3868,ME 
SID20149854,Sem_2,75.0,51.0,68.0,96.0,99.0,98.0,72.0,79.85714286,559,IDEPT3868,ME 
SID20167175,Sem_1,97.0,74.0,95.0,42.0,97.0,55.0,99.0,79.85714286,559,IDEPT2601,ME 
SID20149831,Sem_1,92.0,82.0,63.0,96.0,73.0,74.0,77.0,79.57142857,557,IDEPT2601,ME 
SID20153877,Sem_1,68.0,76.0,92.0,76.0,68.0,99.0,78.0,79.57142857,557,IDEPT8598,ME 
SID20184626,Sem_2,86.0,73.0,81.0,89.0,93.0,93.0,42.0,79.57142857,557,IDEPT3868,ME 
SID20175931,Sem_1,71.0,91.0,61.0,96.0,94.0,51.0,92.0,79.42857143,556,IDEPT2601,ME 
SID20156211,Sem_2,74.0,85.0,99.0,61.0,87.0,64.0,86.0,79.42857143,556,IDEPT8473,ME 
SID20144302,Sem_1,67.0,76.0,56.0,85.0,90.0,90.0,92.0,79.42857143,556,IDEPT8473,ME 
SID20134889,Sem_2,93.0,62.0,87.0,97.0,74.0,67.0,76.0,79.42857143,556,IDEPT2601,ME 
SID20184319,Sem_2,90.0,89.0,86.0,99.0,57.0,62.0,72.0,79.28571429,555,IDEPT8598,ME 
SID20177144,Sem_1,45.0,75.0,100.0,97.0,62.0,92.0,84.0,79.28571429,555,IDEPT3868,ME 
SID20162159,Sem_1,91.0,83.0,94.0,94.0,40.0,75.0,78.0,79.28571429,555,IDEPT3868,ME 
SID20147589,Sem_2,81.0,73.0,94.0,59.0,93.0,75.0,80.0,79.28571429,555,IDEPT3868,ME 
SID20154519,Sem_2,63.0,81.0,73.0,77.0,76.0,87.0,97.0,79.14285714,554,IDEPT8598,ME 
SID20134101,Sem_1,92.0,61.0,70.0,81.0,85.0,83.0,81.0,79.0,553,IDEPT8598,ME 
SID20161608,Sem_1,54.0,94.0,98.0,87.0,54.0,68.0,98.0,79.0,553,IDEPT8473,ME 
SID20167514,Sem_1,95.0,21.0,99.0,88.0,79.0,81.0,90.0,79.0,553,IDEPT3868,ME 
SID20184893,Sem_1,90.0,81.0,90.0,49.0,60.0,92.0,90.0,78.85714286,552,IDEPT8598,ME 
SID20133235,Sem_1,74.0,97.0,68.0,76.0,94.0,76.0,67.0,78.85714286,552,IDEPT8598,ME 
SID20131477,Sem_1,81.0,91.0,77.0,65.0,60.0,95.0,82.0,78.71428571,551,IDEPT3868,ME 
SID20134101,Sem_2,94.0,100.0,64.0,,69.0,68.0,77.0,78.66666667,472,IDEPT8598,ME 
SID20153869,Sem_1,88.0,86.0,45.0,,70.0,99.0,84.0,78.66666667,472,IDEPT8473,ME 
SID20149854,Sem_1,72.0,76.0,63.0,93.0,92.0,70.0,84.0,78.57142857,550,IDEPT3868,ME 
SID20164310,Sem_2,65.0,99.0,97.0,85.0,78.0,78.0,48.0,78.57142857,550,IDEPT8473,ME 
SID20177195,Sem_2,75.0,76.0,78.0,100.0,63.0,99.0,58.0,78.42857143,549,IDEPT3868,ME 
SID20163403,Sem_1,48.0,90.0,99.0,95.0,97.0,43.0,77.0,78.42857143,549,IDEPT8598,ME 
SID20182882,Sem_2,81.0,88.0,41.0,85.0,85.0,98.0,71.0,78.42857143,549,IDEPT8598,ME 
SID20186342,Sem_2,57.0,99.0,47.0,96.0,82.0,89.0,79.0,78.42857143,549,IDEPT8598,ME 
SID20153592,Sem_1,51.0,85.0,67.0,97.0,93.0,87.0,68.0,78.28571429,548,IDEPT3868,ME 
SID20168714,Sem_2,78.0,85.0,93.0,74.0,58.0,61.0,99.0,78.28571429,548,IDEPT8598,ME 
SID20139839,Sem_2,97.0,76.0,69.0,100.0,85.0,60.0,61.0,78.28571429,548,IDEPT3868,ME 
SID20131830,Sem_1,90.0,46.0,93.0,80.0,83.0,73.0,83.0,78.28571429,548,IDEPT8473,ME 
SID20181493,Sem_2,68.0,,62.0,99.0,85.0,60.0,95.0,78.16666667,469,IDEPT8598,ME 
SID20186342,Sem_1,96.0,76.0,46.0,80.0,,87.0,84.0,78.16666667,469,IDEPT8598,ME 
SID20152254,Sem_2,73.0,65.0,91.0,92.0,51.0,,97.0,78.16666667,469,IDEPT2601,ME 
SID20175931,Sem_2,41.0,94.0,96.0,49.0,81.0,90.0,96.0,78.14285714,547,IDEPT2601,ME 
SID20134424,Sem_2,45.0,90.0,67.0,87.0,66.0,99.0,93.0,78.14285714,547,IDEPT8598,ME 
SID20156409,Sem_1,95.0,54.0,98.0,85.0,92.0,70.0,52.0,78.0,546,IDEPT8598,ME 
SID20158673,Sem_2,84.0,60.0,91.0,53.0,80.0,82.0,96.0,78.0,546,IDEPT2601,ME 
SID20167422,Sem_1,74.0,40.0,89.0,100.0,85.0,67.0,90.0,77.85714286,545,IDEPT2601,ME 
SID20173333,Sem_1,68.0,96.0,74.0,92.0,62.0,65.0,88.0,77.85714286,545,IDEPT8473,ME 
SID20167845,Sem_1,97.0,88.0,64.0,46.0,78.0,98.0,74.0,77.85714286,545,IDEPT3868,ME 
SID20181256,Sem_2,64.0,91.0,72.0,58.0,95.0,97.0,67.0,77.71428571,544,IDEPT8598,ME 
SID20157686,Sem_2,,81.0,80.0,92.0,87.0,86.0,40.0,77.66666667,466,IDEPT8598,ME 
SID20157686,Sem_2,,81.0,80.0,92.0,87.0,86.0,40.0,77.66666667,466,IDEPT8598,ME 
SID20183927,Sem_2,91.0,99.0,49.0,82.0,82.0,64.0,76.0,77.57142857,543,IDEPT2601,ME 
SID20167740,Sem_1,63.0,54.0,77.0,75.0,83.0,94.0,97.0,77.57142857,543,IDEPT8473,ME 
SID20161679,Sem_2,93.0,91.0,82.0,96.0,42.0,64.0,74.0,77.42857143,542,IDEPT8598,ME 
SID20131220,Sem_2,87.0,77.0,95.0,86.0,91.0,64.0,42.0,77.42857143,542,IDEPT2601,ME 
SID20179830,Sem_2,89.0,59.0,73.0,94.0,54.0,95.0,,77.33333333,464,IDEPT2601,ME 
SID20171493,Sem_2,40.0,61.0,99.0,76.0,85.0,95.0,84.0,77.14285714,540,IDEPT2601,ME 
SID20166410,Sem_1,86.0,80.0,80.0,99.0,79.0,58.0,58.0,77.14285714,540,IDEPT8473,ME 
SID20143941,Sem_1,73.0,94.0,66.0,98.0,96.0,64.0,49.0,77.14285714,540,IDEPT3868,ME 
SID20136079,Sem_2,75.0,55.0,88.0,93.0,88.0,50.0,91.0,77.14285714,540,IDEPT2601,ME 
SID20171468,Sem_2,80.0,96.0,73.0,67.0,68.0,67.0,88.0,77.0,539,IDEPT8473,ME 
SID20163403,Sem_2,85.0,99.0,71.0,46.0,92.0,94.0,52.0,77.0,539,IDEPT8598,ME 
SID20144878,Sem_2,92.0,99.0,76.0,55.0,76.0,46.0,95.0,77.0,539,IDEPT3868,ME 
SID20174194,Sem_1,90.0,77.0,87.0,43.0,100.0,65.0,,77.0,462,IDEPT8473,ME 
SID20134991,Sem_1,82.0,93.0,98.0,83.0,66.0,53.0,63.0,76.85714286,538,IDEPT8473,ME 
SID20164501,Sem_2,99.0,93.0,81.0,48.0,57.0,89.0,71.0,76.85714286,538,IDEPT8473,ME 
SID20187760,Sem_2,96.0,56.0,91.0,62.0,88.0,90.0,55.0,76.85714286,538,IDEPT8473,ME 
SID20179594,Sem_1,86.0,70.0,56.0,99.0,69.0,78.0,80.0,76.85714286,538,IDEPT3868,ME 
SID20172486,Sem_1,77.0,93.0,45.0,84.0,54.0,89.0,96.0,76.85714286,538,IDEPT3868,ME 
SID20166611,Sem_2,86.0,89.0,78.0,99.0,59.0,,50.0,76.83333333,461,IDEPT8598,ME 
SID20187288,Sem_1,89.0,71.0,95.0,,80.0,77.0,49.0,76.83333333,461,IDEPT2601,ME 
SID20138981,Sem_2,86.0,80.0,88.0,91.0,67.0,100.0,25.0,76.71428571,537,IDEPT2601,ME 
SID20186847,Sem_1,68.0,88.0,97.0,67.0,88.0,65.0,64.0,76.71428571,537,IDEPT3868,ME 
SID20169520,Sem_2,95.0,72.0,65.0,96.0,57.0,82.0,70.0,76.71428571,537,IDEPT2601,ME 
SID20132744,Sem_2,53.0,97.0,82.0,78.0,95.0,64.0,68.0,76.71428571,537,IDEPT8598,ME 
SID20132356,Sem_1,85.0,65.0,55.0,85.0,98.0,57.0,91.0,76.57142857,536,IDEPT3868,ME 
SID20159481,Sem_2,47.0,56.0,84.0,100.0,96.0,90.0,63.0,76.57142857,536,IDEPT8598,ME 
SID20167570,Sem_2,99.0,50.0,67.0,100.0,62.0,79.0,79.0,76.57142857,536,IDEPT3868,ME 
SID20168770,Sem_2,83.0,69.0,71.0,68.0,79.0,84.0,81.0,76.42857143,535,IDEPT8473,ME 
SID20171493,Sem_1,47.0,88.0,61.0,83.0,98.0,81.0,76.0,76.28571429,534,IDEPT2601,ME 
SID20145185,Sem_1,86.0,89.0,57.0,84.0,98.0,54.0,66.0,76.28571429,534,IDEPT8473,ME 
SID20133731,Sem_1,96.0,85.0,60.0,73.0,44.0,82.0,94.0,76.28571429,534,IDEPT3868,ME 
SID20184276,Sem_1,99.0,89.0,57.0,65.0,47.0,79.0,97.0,76.14285714,533,IDEPT2601,ME 
SID20156733,Sem_1,72.0,87.0,89.0,83.0,86.0,67.0,49.0,76.14285714,533,IDEPT8473,ME 
SID20184507,Sem_2,88.0,90.0,77.0,94.0,41.0,74.0,69.0,76.14285714,533,IDEPT3868,ME 
SID20181263,Sem_2,56.0,96.0,81.0,65.0,71.0,74.0,89.0,76.0,532,IDEPT2601,ME 
SID20172499,Sem_1,67.0,75.0,65.0,86.0,77.0,93.0,69.0,76.0,532,IDEPT3868,ME 
SID20152382,Sem_2,85.0,60.0,50.0,69.0,100.0,100.0,67.0,75.85714286,531,IDEPT2601,ME 
SID20156422,Sem_1,95.0,80.0,97.0,45.0,83.0,50.0,81.0,75.85714286,531,IDEPT3868,ME 
SID20181952,Sem_2,70.0,76.0,83.0,95.0,70.0,44.0,92.0,75.71428571,530,IDEPT8598,ME 
SID20184380,Sem_2,83.0,55.0,78.0,88.0,79.0,65.0,82.0,75.71428571,530,IDEPT8598,ME 
SID20181263,Sem_1,43.0,85.0,93.0,84.0,84.0,87.0,54.0,75.71428571,530,IDEPT2601,ME 
SID20138867,Sem_2,96.0,56.0,61.0,43.0,89.0,94.0,90.0,75.57142857,529,IDEPT8598,ME 
SID20131850,Sem_2,88.0,73.0,86.0,100.0,76.0,62.0,44.0,75.57142857,529,IDEPT2601,ME 
SID20176866,Sem_1,93.0,79.0,48.0,97.0,47.0,70.0,95.0,75.57142857,529,IDEPT8598,ME 
SID20175378,Sem_2,48.0,66.0,97.0,69.0,84.0,99.0,66.0,75.57142857,529,IDEPT8473,ME 
SID20136013,Sem_1,57.0,83.0,70.0,97.0,73.0,100.0,49.0,75.57142857,529,IDEPT3868,ME 
SID20134143,Sem_1,59.0,56.0,81.0,97.0,54.0,84.0,98.0,75.57142857,529,IDEPT3868,ME 
SID20145922,Sem_2,68.0,100.0,78.0,88.0,84.0,42.0,69.0,75.57142857,529,IDEPT2601,ME 
SID20157091,Sem_2,77.0,96.0,49.0,45.0,80.0,89.0,93.0,75.57142857,529,IDEPT3868,ME 
SID20186558,Sem_2,77.0,79.0,,90.0,61.0,86.0,60.0,75.5,453,IDEPT8473,ME 
SID20135945,Sem_1,97.0,46.0,90.0,95.0,95.0,52.0,53.0,75.42857143,528,IDEPT2601,ME 
SID20176846,Sem_1,95.0,96.0,62.0,56.0,57.0,65.0,97.0,75.42857143,528,IDEPT3868,ME 
SID20165493,Sem_1,44.0,93.0,50.0,63.0,89.0,96.0,93.0,75.42857143,528,IDEPT8473,ME 
SID20188686,Sem_1,81.0,72.0,73.0,86.0,83.0,87.0,46.0,75.42857143,528,IDEPT3868,ME 
SID20141494,Sem_1,93.0,58.0,82.0,89.0,66.0,73.0,67.0,75.42857143,528,IDEPT8598,ME 
SID20156089,Sem_1,57.0,46.0,71.0,78.0,83.0,97.0,95.0,75.28571429,527,IDEPT2601,ME 
SID20155843,Sem_1,49.0,79.0,91.0,55.0,64.0,98.0,91.0,75.28571429,527,IDEPT3868,ME 
SID20151170,Sem_1,78.0,85.0,51.0,99.0,71.0,67.0,76.0,75.28571429,527,IDEPT3868,ME 
SID20158525,Sem_1,,54.0,77.0,97.0,48.0,76.0,99.0,75.16666667,451,IDEPT3868,ME 
SID20135571,Sem_2,97.0,66.0,86.0,61.0,71.0,,70.0,75.16666667,451,IDEPT2601,ME 
SID20176846,Sem_2,80.0,23.0,92.0,81.0,84.0,85.0,81.0,75.14285714,526,IDEPT3868,ME 
SID20156823,Sem_1,77.0,100.0,97.0,42.0,64.0,63.0,83.0,75.14285714,526,IDEPT8598,ME 
SID20174480,Sem_1,92.0,89.0,59.0,84.0,47.0,65.0,90.0,75.14285714,526,IDEPT2601,ME 
SID20131189,Sem_1,96.0,72.0,89.0,49.0,77.0,45.0,97.0,75.0,525,IDEPT8473,ME 
SID20158126,Sem_2,89.0,64.0,91.0,45.0,87.0,74.0,75.0,75.0,525,IDEPT3868,ME 
SID20141830,Sem_1,86.0,85.0,55.0,89.0,45.0,88.0,77.0,75.0,525,IDEPT2601,ME 
SID20179549,Sem_2,68.0,58.0,89.0,75.0,63.0,86.0,86.0,75.0,525,IDEPT2601,ME 
SID20152646,Sem_1,42.0,100.0,100.0,98.0,78.0,53.0,53.0,74.85714286,524,IDEPT8473,ME 
SID20145652,Sem_1,68.0,97.0,63.0,60.0,75.0,71.0,89.0,74.71428571,523,IDEPT3868,ME 
SID20167841,Sem_2,73.0,79.0,99.0,66.0,52.0,82.0,72.0,74.71428571,523,IDEPT2601,ME 
SID20183704,Sem_1,73.0,98.0,54.0,93.0,88.0,43.0,74.0,74.71428571,523,IDEPT8598,ME 
SID20135945,Sem_2,96.0,63.0,65.0,61.0,83.0,58.0,97.0,74.71428571,523,IDEPT2601,ME 
SID20176480,Sem_1,60.0,49.0,93.0,98.0,78.0,62.0,83.0,74.71428571,523,IDEPT8473,ME 
SID20144764,Sem_1,52.0,46.0,100.0,93.0,71.0,,86.0,74.66666667,448,IDEPT8598,ME 
SID20185816,Sem_2,78.0,56.0,95.0,93.0,86.0,46.0,68.0,74.57142857,522,IDEPT8598,ME 
SID20187635,Sem_2,95.0,78.0,79.0,95.0,51.0,49.0,,74.5,447,IDEPT2601,ME 
SID20162683,Sem_2,73.0,45.0,84.0,95.0,48.0,89.0,87.0,74.42857143,521,IDEPT8473,ME 
SID20143391,Sem_2,96.0,77.0,83.0,55.0,52.0,77.0,81.0,74.42857143,521,IDEPT2601,ME 
SID20184111,Sem_2,54.0,56.0,92.0,95.0,50.0,90.0,84.0,74.42857143,521,IDEPT3868,ME 
SID20135072,Sem_2,50.0,63.0,,92.0,86.0,96.0,59.0,74.33333333,446,IDEPT2601,ME 
SID20151983,Sem_1,46.0,49.0,98.0,96.0,51.0,91.0,89.0,74.28571429,520,IDEPT8598,ME 
SID20143875,Sem_2,55.0,91.0,84.0,78.0,46.0,88.0,78.0,74.28571429,520,IDEPT3868,ME 
SID20178797,Sem_2,92.0,68.0,86.0,62.0,93.0,67.0,52.0,74.28571429,520,IDEPT8473,ME 
SID20181849,Sem_1,43.0,56.0,74.0,87.0,71.0,95.0,94.0,74.28571429,520,IDEPT3868,ME 
SID20184814,Sem_2,87.0,29.0,83.0,70.0,96.0,78.0,77.0,74.28571429,520,IDEPT8598,ME 
SID20178767,Sem_1,55.0,86.0,64.0,74.0,100.0,48.0,93.0,74.28571429,520,IDEPT2601,ME 
SID20152950,Sem_2,79.0,84.0,78.0,74.0,60.0,,70.0,74.16666667,445,IDEPT8473,ME 
SID20131850,Sem_1,93.0,54.0,62.0,82.0,71.0,83.0,,74.16666667,445,IDEPT2601,ME 
SID20172862,Sem_2,88.0,89.0,75.0,58.0,60.0,56.0,93.0,74.14285714,519,IDEPT2601,ME 
SID20166648,Sem_1,97.0,55.0,56.0,84.0,97.0,46.0,84.0,74.14285714,519,IDEPT3868,ME 
SID20156417,Sem_1,65.0,91.0,91.0,97.0,52.0,83.0,40.0,74.14285714,519,IDEPT8473,ME 
SID20171679,Sem_2,61.0,100.0,64.0,79.0,76.0,43.0,96.0,74.14285714,519,IDEPT8473,ME 
SID20142297,Sem_2,73.0,48.0,92.0,80.0,99.0,57.0,70.0,74.14285714,519,IDEPT3868,ME 
SID20179549,Sem_1,54.0,76.0,42.0,59.0,90.0,98.0,99.0,74.0,518,IDEPT2601,ME 
SID20168562,Sem_2,66.0,95.0,91.0,62.0,99.0,60.0,45.0,74.0,518,IDEPT2601,ME 
SID20157994,Sem_1,74.0,98.0,61.0,71.0,63.0,77.0,74.0,74.0,518,IDEPT8598,ME 
SID20138144,Sem_1,86.0,73.0,63.0,100.0,67.0,52.0,77.0,74.0,518,IDEPT8473,ME 
SID20143458,Sem_1,78.0,100.0,56.0,69.0,63.0,75.0,77.0,74.0,518,IDEPT8598,ME 
SID20143458,Sem_1,78.0,100.0,56.0,69.0,63.0,75.0,77.0,74.0,518,IDEPT8598,ME 
SID20139419,Sem_1,71.0,51.0,94.0,98.0,79.0,76.0,49.0,74.0,518,IDEPT8598,ME 
SID20133385,Sem_2,99.0,58.0,53.0,93.0,77.0,57.0,80.0,73.85714286,517,IDEPT3868,ME 
SID20159646,Sem_2,58.0,86.0,69.0,82.0,77.0,94.0,51.0,73.85714286,517,IDEPT8598,ME 
SID20135122,Sem_2,56.0,97.0,44.0,98.0,63.0,81.0,78.0,73.85714286,517,IDEPT2601,ME 
SID20183735,Sem_2,86.0,96.0,91.0,71.0,59.0,72.0,42.0,73.85714286,517,IDEPT3868,ME 
SID20176988,Sem_2,84.0,72.0,90.0,51.0,54.0,88.0,78.0,73.85714286,517,IDEPT3868,ME 
SID20184814,Sem_1,58.0,91.0,66.0,46.0,90.0,82.0,84.0,73.85714286,517,IDEPT8598,ME 
SID20154519,Sem_1,40.0,74.0,83.0,98.0,97.0,84.0,40.0,73.71428571,516,IDEPT8598,ME 
SID20135098,Sem_1,83.0,94.0,81.0,99.0,56.0,40.0,63.0,73.71428571,516,IDEPT3868,ME 
SID20183147,Sem_2,100.0,62.0,83.0,46.0,49.0,92.0,84.0,73.71428571,516,IDEPT3868,ME 
SID20143391,Sem_1,64.0,90.0,71.0,98.0,45.0,64.0,84.0,73.71428571,516,IDEPT2601,ME 
SID20157195,Sem_2,42.0,89.0,77.0,77.0,50.0,96.0,85.0,73.71428571,516,IDEPT3868,ME 
SID20186331,Sem_2,85.0,44.0,91.0,93.0,45.0,,84.0,73.66666667,442,IDEPT2601,ME 
SID20146644,Sem_2,88.0,55.0,76.0,59.0,,75.0,89.0,73.66666667,442,IDEPT2601,ME 
SID20136079,Sem_1,91.0,75.0,58.0,89.0,55.0,50.0,97.0,73.57142857,515,IDEPT2601,ME 
SID20139226,Sem_2,100.0,87.0,52.0,73.0,49.0,99.0,55.0,73.57142857,515,IDEPT8473,ME 
SID20161803,Sem_2,95.0,100.0,45.0,83.0,66.0,84.0,42.0,73.57142857,515,IDEPT3868,ME 
SID20136013,Sem_2,75.0,91.0,40.0,89.0,74.0,53.0,93.0,73.57142857,515,IDEPT3868,ME 
SID20135098,Sem_2,94.0,21.0,90.0,98.0,82.0,78.0,52.0,73.57142857,515,IDEPT3868,ME 
SID20157903,Sem_1,45.0,66.0,68.0,94.0,82.0,71.0,88.0,73.42857143,514,IDEPT8473,ME 
SID20133084,Sem_1,48.0,63.0,89.0,85.0,58.0,75.0,96.0,73.42857143,514,IDEPT8473,ME 
SID20167870,Sem_1,70.0,63.0,78.0,89.0,80.0,67.0,67.0,73.42857143,514,IDEPT8598,ME 
SID20148348,Sem_2,68.0,93.0,91.0,44.0,83.0,71.0,64.0,73.42857143,514,IDEPT2601,ME 
SID20136266,Sem_2,82.0,85.0,90.0,52.0,41.0,99.0,65.0,73.42857143,514,IDEPT2601,ME 
SID20158543,Sem_2,52.0,73.0,89.0,70.0,88.0,68.0,,73.33333333,440,IDEPT3868,ME 
SID20164268,Sem_1,98.0,78.0,69.0,54.0,69.0,59.0,86.0,73.28571429,513,IDEPT8598,ME 
SID20151682,Sem_2,97.0,47.0,44.0,98.0,88.0,55.0,84.0,73.28571429,513,IDEPT8598,ME 
SID20168770,Sem_1,73.0,57.0,49.0,97.0,68.0,74.0,95.0,73.28571429,513,IDEPT8473,ME 
SID20148348,Sem_1,64.0,76.0,62.0,61.0,78.0,77.0,95.0,73.28571429,513,IDEPT2601,ME 
SID20151122,Sem_2,44.0,90.0,94.0,60.0,69.0,77.0,79.0,73.28571429,513,IDEPT2601,ME 
SID20176003,Sem_1,84.0,52.0,78.0,98.0,85.0,60.0,56.0,73.28571429,513,IDEPT8598,ME 
SID20154760,Sem_1,55.0,40.0,100.0,95.0,78.0,72.0,73.0,73.28571429,513,IDEPT3868,ME 
SID20183997,Sem_2,76.0,68.0,83.0,89.0,52.0,57.0,87.0,73.14285714,512,IDEPT8598,ME 
SID20138692,Sem_2,77.0,67.0,49.0,100.0,67.0,53.0,99.0,73.14285714,512,IDEPT8473,ME 
SID20133731,Sem_2,81.0,50.0,66.0,94.0,51.0,75.0,95.0,73.14285714,512,IDEPT3868,ME 
SID20174766,Sem_1,,79.0,73.0,67.0,72.0,77.0,70.0,73.0,438,IDEPT3868,ME 
SID20153027,Sem_1,72.0,91.0,45.0,73.0,,97.0,60.0,73.0,438,IDEPT8473,ME 
SID20174480,Sem_2,67.0,90.0,89.0,44.0,89.0,62.0,70.0,73.0,511,IDEPT2601,ME 
SID20133658,Sem_1,50.0,95.0,82.0,47.0,60.0,98.0,79.0,73.0,511,IDEPT8473,ME 
SID20155081,Sem_2,91.0,69.0,98.0,44.0,68.0,54.0,87.0,73.0,511,IDEPT8598,ME 
