Student_ID,Semster_Name,Paper 1,Paper 2,Paper 3,Paper 4,Paper 5,Paper 6,Paper 7,percentage,sum,Department_ID,Department_Name,,Section
SID20138918,Sem_5,94,92,77,67,78,83,82,81.85714286,573,IDEPT3115,Aerospace Engineering,,A
SID20143823,Sem_5,96,98,82,89,71,79,58,81.85714286,573,IDEPT2054,Aerospace Engineering,,A
SID20163481,Sem_6,78,66,93,97,92,75,72,81.85714286,573,IDEPT5528,Aerospace Engineering,,A
SID20143823,Sem_5,96,98,82,89,71,79,58,81.85714286,573,IDEPT2054,Aerospace Engineering,,A
SID20177977,Sem_5,100,100,85,77,71,68,72,81.85714286,573,IDEPT4670,Aerospace Engineering,,A
SID20182015,Sem_5,61,96,43,96,87,95,95,81.85714286,573,IDEPT1423,Aerospace Engineering,,A
SID20155493,Sem_6,83,82,92,95,58,71,91,81.71428571,572,IDEPT5528,Aerospace Engineering,,A
SID20162713,Sem_6,59,93,86,58,98,89,89,81.71428571,572,IDEPT4132,Aerospace Engineering,,A
SID20148159,Sem_6,71,98,51,91,71,94,96,81.71428571,572,IDEPT4938,Aerospace Engineering,,A
SID20188862,Sem_5,70,97,100,59,49,99,98,81.71428571,572,IDEPT4938,Aerospace Engineering,,A
SID20173183,Sem_5,94,59,100,70,65,88,95,81.57142857,571,IDEPT3115,Aerospace Engineering,,A
SID20148159,Sem_5,95,88,55,67,81,92,93,81.57142857,571,IDEPT4938,Aerospace Engineering,,A
SID20156143,Sem_5,43,69,75,100,95,92,96,81.42857143,570,IDEPT3115,Aerospace Engineering,,A
SID20148300,Sem_6,77,56,52,100,96,98,91,81.42857143,570,IDEPT1537,Aerospace Engineering,,A
SID20166558,Sem_6,86,82,62,71,95,80,94,81.42857143,570,IDEPT5528,Aerospace Engineering,,A
SID20143642,Sem_6,89,62,92,61,90,81,95,81.42857143,570,IDEPT3115,Aerospace Engineering,,A
SID20157513,Sem_5,95,92,81,87,81,78,56,81.42857143,570,IDEPT2357,Aerospace Engineering,,A
SID20134637,Sem_5,97,96,93,57,85,99,42,81.28571429,569,IDEPT4938,Aerospace Engineering,,A
SID20181163,Sem_5,98,86,82,77,67,93,66,81.28571429,569,IDEPT4670,Aerospace Engineering,,A
SID20143981,Sem_5,80,98,55,100,93,73,70,81.28571429,569,IDEPT5528,Aerospace Engineering,,A
SID20171928,Sem_6,83,100,76,84,100,44,,81.16666667,487,IDEPT1423,Aerospace Engineering,,A
SID20153407,Sem_6,89,94,75,73,76,67,94,81.14285714,568,IDEPT2357,Aerospace Engineering,,A
SID20171578,Sem_5,96,70,83,98,84,47,89,81,567,IDEPT3115,Aerospace Engineering,,A
SID20151274,Sem_6,60,65,82,100,77,83,100,81,567,IDEPT4132,Aerospace Engineering,,A
SID20168784,Sem_6,68,80,95,100,68,69,86,80.85714286,566,IDEPT1423,Aerospace Engineering,,A
SID20171741,Sem_5,63,85,82,84,94,87,71,80.85714286,566,IDEPT2357,Aerospace Engineering,,A
SID20173197,Sem_6,94,56,61,82,85,100,88,80.85714286,566,IDEPT1537,Aerospace Engineering,,A
SID20184415,Sem_5,93,82,82,95,93,72,49,80.85714286,566,IDEPT5528,Aerospace Engineering,,A
SID20183291,Sem_6,43,100,78,98,92,92,63,80.85714286,566,IDEPT1537,Aerospace Engineering,,A
SID20146458,Sem_5,91,84,79,90,94,47,,80.83333333,485,IDEPT4132,Aerospace Engineering,,A
SID20165001,Sem_6,95,89,67,98,64,62,90,80.71428571,565,IDEPT5881,Aerospace Engineering,,A
SID20158434,Sem_5,76,69,92,66,84,92,86,80.71428571,565,IDEPT4132,Aerospace Engineering,,A
SID20146245,Sem_6,91,100,94,98,70,42,70,80.71428571,565,IDEPT2357,Aerospace Engineering,,A
SID20178026,Sem_5,96,95,71,54,96,82,71,80.71428571,565,IDEPT1423,Aerospace Engineering,,A
SID20178026,Sem_5,96,95,71,54,96,82,71,80.71428571,565,IDEPT1423,Aerospace Engineering,,A
SID20171923,Sem_6,91,98,80,74,79,96,47,80.71428571,565,IDEPT2054,Aerospace Engineering,,A
SID20143642,Sem_5,95,79,100,54,89,52,96,80.71428571,565,IDEPT3115,Aerospace Engineering,,A
SID20135297,Sem_6,58,90,68,77,80,93,99,80.71428571,565,IDEPT5528,Aerospace Engineering,,A
SID20139799,Sem_5,93,96,77,90,74,56,79,80.71428571,565,IDEPT3115,Aerospace Engineering,,A
SID20181881,Sem_6,60,90,67,100,99,,68,80.66666667,484,IDEPT5528,Aerospace Engineering,,A
SID20156044,Sem_5,100,60,98,60,74,,92,80.66666667,484,IDEPT3115,Aerospace Engineering,,A
SID20143814,Sem_5,91,99,47,62,95,90,80,80.57142857,564,IDEPT3115,Aerospace Engineering,,A
SID20135731,Sem_5,42,95,88,95,67,98,79,80.57142857,564,IDEPT1423,Aerospace Engineering,,A
SID20165152,Sem_5,98,95,77,43,67,84,100,80.57142857,564,IDEPT2054,Aerospace Engineering,,A
SID20138663,Sem_6,49,90,83,93,76,79,94,80.57142857,564,IDEPT5881,Aerospace Engineering,,A
SID20143524,Sem_6,77,90,86,66,88,76,81,80.57142857,564,IDEPT1423,Aerospace Engineering,,A
SID20185203,Sem_5,41,90,88,79,,94,91,80.5,483,IDEPT4670,Aerospace Engineering,,A
SID20147727,Sem_6,59,74,87,94,76,87,86,80.42857143,563,IDEPT2054,Aerospace Engineering,,A
SID20139698,Sem_5,99,44,83,84,70,100,83,80.42857143,563,IDEPT1537,Aerospace Engineering,,A
SID20177353,Sem_6,100,64,87,88,90,87,47,80.42857143,563,IDEPT3115,Aerospace Engineering,,A
SID20141639,Sem_6,89,98,82,89,41,72,92,80.42857143,563,IDEPT5528,Aerospace Engineering,,A
SID20163481,Sem_5,65,90,100,60,98,52,98,80.42857143,563,IDEPT5528,Aerospace Engineering,,A
SID20134249,Sem_6,94,65,87,85,71,64,97,80.42857143,563,IDEPT2054,Aerospace Engineering,,A
SID20171362,Sem_5,55,81,83,100,69,89,85,80.28571429,562,IDEPT2357,Aerospace Engineering,,A
SID20164205,Sem_6,79,100,63,44,89,100,87,80.28571429,562,IDEPT2054,Aerospace Engineering,,A
SID20189126,Sem_5,88,74,97,62,84,59,98,80.28571429,562,IDEPT5528,Aerospace Engineering,,A
SID20165869,Sem_6,78,80,94,96,70,98,46,80.28571429,562,IDEPT1423,Aerospace Engineering,,A
SID20155091,Sem_5,44,90,65,100,82,82,99,80.28571429,562,IDEPT5881,Aerospace Engineering,,A
SID20187704,Sem_5,92,93,76,82,84,45,90,80.28571429,562,IDEPT4132,Aerospace Engineering,,A
SID20136563,Sem_6,80,91,77,100,90,77,47,80.28571429,562,IDEPT4938,Aerospace Engineering,,A
SID20138029,Sem_5,73,98,85,98,69,51,87,80.14285714,561,IDEPT4670,Aerospace Engineering,,A
SID20138257,Sem_6,82,76,63,62,91,87,100,80.14285714,561,IDEPT1537,Aerospace Engineering,,A
SID20138257,Sem_6,82,76,63,62,91,87,100,80.14285714,561,IDEPT1537,Aerospace Engineering,,A
SID20151950,Sem_6,57,97,71,94,53,89,100,80.14285714,561,IDEPT5528,Aerospace Engineering,,A
SID20138501,Sem_6,98,97,96,27,88,68,87,80.14285714,561,IDEPT1537,Aerospace Engineering,,A
SID20156933,Sem_6,56,95,93,94,89,64,70,80.14285714,561,IDEPT1423,Aerospace Engineering,,A
SID20149469,Sem_6,68,59,90,89,99,82,74,80.14285714,561,IDEPT2357,Aerospace Engineering,,A
SID20148587,Sem_6,87,53,82,96,100,66,77,80.14285714,561,IDEPT4670,Aerospace Engineering,,A
SID20162358,Sem_6,81,84,97,89,97,47,66,80.14285714,561,IDEPT4938,Aerospace Engineering,,A
SID20168037,Sem_5,86,96,90,56,74,91,67,80,560,IDEPT5528,Aerospace Engineering,,A
SID20152437,Sem_6,97,76,61,89,91,93,53,80,560,IDEPT1423,Aerospace Engineering,,A
SID20142550,Sem_6,77,90,97,82,53,100,61,80,560,IDEPT4132,Aerospace Engineering,,A
SID20171657,Sem_6,83,68,81,95,91,81,61,80,560,IDEPT5881,Aerospace Engineering,,A
SID20148804,Sem_6,68,98,86,68,99,57,83,79.85714286,559,IDEPT1423,Aerospace Engineering,,A
SID20136780,Sem_6,97,76,52,75,94,97,68,79.85714286,559,IDEPT3115,Aerospace Engineering,,A
SID20153140,Sem_6,79,89,98,96,83,58,56,79.85714286,559,IDEPT4938,Aerospace Engineering,,A
SID20178804,Sem_6,89,56,96,74,92,79,73,79.85714286,559,IDEPT2054,Aerospace Engineering,,A
SID20178804,Sem_6,89,56,96,74,92,79,73,79.85714286,559,IDEPT2054,Aerospace Engineering,,A
SID20178804,Sem_6,89,56,96,74,92,79,73,79.85714286,559,IDEPT2054,Aerospace Engineering,,A
SID20158538,Sem_6,91,94,65,86,51,77,95,79.85714286,559,IDEPT5528,Aerospace Engineering,,A
SID20152484,Sem_5,87,71,72,69,90,74,96,79.85714286,559,IDEPT2054,Aerospace Engineering,,A
SID20149152,Sem_5,81,52,80,92,63,96,95,79.85714286,559,IDEPT5881,Aerospace Engineering,,A
SID20135364,Sem_6,85,,56,82,83,100,73,79.83333333,479,IDEPT1423,Aerospace Engineering,,A
SID20134904,Sem_6,65,95,83,80,96,83,56,79.71428571,558,IDEPT1537,Aerospace Engineering,,A
SID20165173,Sem_6,90,92,81,88,75,83,49,79.71428571,558,IDEPT5528,Aerospace Engineering,,A
SID20134904,Sem_6,65,95,83,80,96,83,56,79.71428571,558,IDEPT1537,Aerospace Engineering,,A
SID20171484,Sem_6,84,58,81,58,100,83,94,79.71428571,558,IDEPT1537,Aerospace Engineering,,A
SID20145225,Sem_5,99,40,87,95,100,49,88,79.71428571,558,IDEPT4670,Aerospace Engineering,,A
SID20187855,Sem_5,96,44,80,,81,100,77,79.66666667,478,IDEPT2054,Aerospace Engineering,,A
SID20144760,Sem_6,93,77,,98,66,98,46,79.66666667,478,IDEPT4132,Aerospace Engineering,,A
SID20152464,Sem_6,,82,49,66,93,95,93,79.66666667,478,IDEPT5528,Aerospace Engineering,,A
SID20156143,Sem_6,58,90,98,88,62,76,85,79.57142857,557,IDEPT3115,Aerospace Engineering,,A
SID20155749,Sem_6,86,94,66,65,99,57,90,79.57142857,557,IDEPT2054,Aerospace Engineering,,A
SID20146693,Sem_6,83,86,73,79,59,88,89,79.57142857,557,IDEPT4132,Aerospace Engineering,,A
SID20153718,Sem_5,85,78,84,69,93,75,73,79.57142857,557,IDEPT2054,Aerospace Engineering,,A
SID20177895,Sem_6,87,61,98,98,65,75,73,79.57142857,557,IDEPT5881,Aerospace Engineering,,A
SID20176489,Sem_6,53,73,,98,95,100,58,79.5,477,IDEPT4132,Aerospace Engineering,,A
SID20153881,Sem_6,77,,76,72,85,90,77,79.5,477,IDEPT4938,Aerospace Engineering,,A
SID20175124,Sem_6,99,62,65,92,55,87,96,79.42857143,556,IDEPT2054,Aerospace Engineering,,A
SID20188067,Sem_5,85,97,83,91,73,53,74,79.42857143,556,IDEPT1423,Aerospace Engineering,,A
SID20145672,Sem_6,91,81,91,79,100,59,55,79.42857143,556,IDEPT1537,Aerospace Engineering,,A
SID20176283,Sem_5,87,51,96,42,84,99,97,79.42857143,556,IDEPT3115,Aerospace Engineering,,A
SID20176283,Sem_5,87,51,96,42,84,99,97,79.42857143,556,IDEPT3115,Aerospace Engineering,,A
SID20176283,Sem_5,87,51,96,42,84,99,97,79.42857143,556,IDEPT3115,Aerospace Engineering,,A
SID20188775,Sem_5,79,54,88,85,91,62,97,79.42857143,556,IDEPT4670,Aerospace Engineering,,A
SID20162745,Sem_6,78,100,75,63,94,51,95,79.42857143,556,IDEPT4938,Aerospace Engineering,,A
SID20183655,Sem_5,86,97,66,82,,86,59,79.33333333,476,IDEPT4132,Aerospace Engineering,,A
SID20189443,Sem_5,84,52,96,77,70,83,93,79.28571429,555,IDEPT5881,Aerospace Engineering,,A
SID20153426,Sem_5,76,80,80,76,77,91,75,79.28571429,555,IDEPT2357,Aerospace Engineering,,A
SID20185208,Sem_5,62,79,99,93,100,41,81,79.28571429,555,IDEPT4132,Aerospace Engineering,,A
SID20154729,Sem_5,57,94,92,84,97,77,54,79.28571429,555,IDEPT2054,Aerospace Engineering,,A
SID20154729,Sem_5,57,94,92,84,97,77,54,79.28571429,555,IDEPT2054,Aerospace Engineering,,A
SID20135700,Sem_5,68,81,75,98,70,80,83,79.28571429,555,IDEPT4938,Aerospace Engineering,,A
SID20135731,Sem_6,,97,50,81,84,80,83,79.16666667,475,IDEPT1423,Aerospace Engineering,,A
SID20139763,Sem_6,47,99,47,83,94,87,97,79.14285714,554,IDEPT5528,Aerospace Engineering,,A
SID20154009,Sem_6,97,97,93,48,47,73,99,79.14285714,554,IDEPT4938,Aerospace Engineering,,A
SID20135573,Sem_5,68,69,89,99,89,86,54,79.14285714,554,IDEPT5881,Aerospace Engineering,,A
SID20163387,Sem_5,94,90,74,62,99,56,79,79.14285714,554,IDEPT5881,Aerospace Engineering,,A
SID20135700,Sem_6,77,93,77,94,85,64,63,79,553,IDEPT4938,Aerospace Engineering,,A
SID20163580,Sem_6,64,68,50,98,91,97,85,79,553,IDEPT2357,Aerospace Engineering,,A
SID20189188,Sem_5,74,73,80,61,82,87,96,79,553,IDEPT2357,Aerospace Engineering,,A
SID20135822,Sem_5,90,95,81,97,95,47,48,79,553,IDEPT1537,Aerospace Engineering,,A
SID20148957,Sem_6,94,78,79,65,93,44,100,79,553,IDEPT1537,Aerospace Engineering,,A
SID20177616,Sem_6,49,80,97,85,91,,72,79,474,IDEPT4132,Aerospace Engineering,,A
SID20151111,Sem_6,96,65,91,95,67,45,94,79,553,IDEPT4670,Aerospace Engineering,,A
SID20189686,Sem_5,77,95,56,78,89,61,97,79,553,IDEPT1537,Aerospace Engineering,,A
SID20189686,Sem_5,77,95,56,78,89,61,97,79,553,IDEPT1537,Aerospace Engineering,,A
SID20157148,Sem_5,71,82,53,83,86,77,100,78.85714286,552,IDEPT4132,Aerospace Engineering,,A
SID20144380,Sem_6,90,81,73,80,100,59,69,78.85714286,552,IDEPT5881,Aerospace Engineering,,A
SID20174238,Sem_6,42,81,70,90,100,93,76,78.85714286,552,IDEPT2054,Aerospace Engineering,,A
SID20132095,Sem_6,89,65,59,100,87,61,91,78.85714286,552,IDEPT5528,Aerospace Engineering,,A
SID20159964,Sem_6,61,58,89,96,99,72,77,78.85714286,552,IDEPT2054,Aerospace Engineering,,A
SID20132095,Sem_6,89,65,59,100,87,61,91,78.85714286,552,IDEPT5528,Aerospace Engineering,,A
SID20159087,Sem_6,65,79,61,61,98,99,89,78.85714286,552,IDEPT1537,Aerospace Engineering,,A
SID20138091,Sem_6,88,80,97,79,49,65,94,78.85714286,552,IDEPT3115,Aerospace Engineering,,A
SID20166301,Sem_5,67,68,87,82,84,66,98,78.85714286,552,IDEPT2054,Aerospace Engineering,,A
SID20181284,Sem_6,77,89,58,65,97,87,,78.83333333,473,IDEPT5528,Aerospace Engineering,,A
SID20146539,Sem_5,98,94,81,87,52,86,53,78.71428571,551,IDEPT1537,Aerospace Engineering,,A
SID20131501,Sem_5,83,100,82,89,92,61,44,78.71428571,551,IDEPT4938,Aerospace Engineering,,A
SID20188862,Sem_6,80,78,93,72,66,71,91,78.71428571,551,IDEPT4938,Aerospace Engineering,,A
SID20147407,Sem_5,61,69,96,80,91,73,81,78.71428571,551,IDEPT4132,Aerospace Engineering,,A
SID20159019,Sem_6,65,71,81,100,72,78,84,78.71428571,551,IDEPT4132,Aerospace Engineering,,A
SID20185627,Sem_5,60,64,99,89,86,62,91,78.71428571,551,IDEPT3115,Aerospace Engineering,,A
SID20142778,Sem_5,86,85,96,63,57,92,72,78.71428571,551,IDEPT1537,Aerospace Engineering,,A
SID20131314,Sem_5,64,78,100,71,69,71,98,78.71428571,551,IDEPT2054,Aerospace Engineering,,A
SID20152875,Sem_6,89,80,81,83,93,53,72,78.71428571,551,IDEPT4938,Aerospace Engineering,,A
SID20154826,Sem_6,83,91,82,69,,89,58,78.66666667,472,IDEPT2357,Aerospace Engineering,,A
SID20156763,Sem_6,55,97,68,87,90,61,92,78.57142857,550,IDEPT5528,Aerospace Engineering,,A
SID20167503,Sem_5,50,83,92,96,78,64,87,78.57142857,550,IDEPT2357,Aerospace Engineering,,A
SID20167503,Sem_5,50,83,92,96,78,64,87,78.57142857,550,IDEPT2357,Aerospace Engineering,,A
SID20138933,Sem_6,96,61,100,75,59,81,78,78.57142857,550,IDEPT2357,Aerospace Engineering,,A
SID20138933,Sem_6,96,61,100,75,59,81,78,78.57142857,550,IDEPT2357,Aerospace Engineering,,A
SID20138520,Sem_5,72,84,61,64,87,83,99,78.57142857,550,IDEPT5528,Aerospace Engineering,,A
SID20132171,Sem_6,84,83,86,95,82,58,62,78.57142857,550,IDEPT3115,Aerospace Engineering,,A
SID20147101,Sem_6,79,56,100,83,65,88,79,78.57142857,550,IDEPT5881,Aerospace Engineering,,A
SID20162792,Sem_6,98,42,61,95,92,83,79,78.57142857,550,IDEPT4938,Aerospace Engineering,,A
SID20134476,Sem_5,97,66,87,77,93,79,51,78.57142857,550,IDEPT3115,Aerospace Engineering,,A
SID20181166,Sem_5,79,98,63,91,91,88,40,78.57142857,550,IDEPT1537,Aerospace Engineering,,A
SID20139442,Sem_5,51,71,84,99,99,98,48,78.57142857,550,IDEPT2054,Aerospace Engineering,,A
SID20144286,Sem_6,74,80,47,85,96,74,93,78.42857143,549,IDEPT2054,Aerospace Engineering,,A
SID20149358,Sem_5,55,76,95,90,99,48,86,78.42857143,549,IDEPT5528,Aerospace Engineering,,A
SID20164531,Sem_5,55,79,99,99,72,56,89,78.42857143,549,IDEPT5881,Aerospace Engineering,,A
SID20164531,Sem_5,55,79,99,99,72,56,89,78.42857143,549,IDEPT5881,Aerospace Engineering,,A
SID20162713,Sem_5,84,45,70,95,87,74,94,78.42857143,549,IDEPT4132,Aerospace Engineering,,A
SID20148583,Sem_6,99,98,51,95,66,45,95,78.42857143,549,IDEPT1537,Aerospace Engineering,,A
SID20168458,Sem_6,71,71,66,98,52,98,92,78.28571429,548,IDEPT4670,Aerospace Engineering,,A
SID20142442,Sem_6,100,54,72,95,72,55,100,78.28571429,548,IDEPT2054,Aerospace Engineering,,A
SID20151422,Sem_5,98,89,75,52,93,47,94,78.28571429,548,IDEPT1537,Aerospace Engineering,,A
SID20147247,Sem_5,95,81,66,68,92,88,58,78.28571429,548,IDEPT3115,Aerospace Engineering,,A
