Student_ID,Semster_Name,Paper 1,Paper 2,Paper 3,Paper 4,Paper 5,Paper 6,Paper 7,percentage,sum,Department_ID,Department_Name
SID20184380,Sem_2,83.0,55.0,78.0,88.0,79.0,65.0,82.0,75.71428571,530,IDEPT8598,ME 
SID20138867,Sem_2,96.0,56.0,61.0,43.0,89.0,94.0,90.0,75.57142857,529,IDEPT8598,ME 
SID20131850,Sem_2,88.0,73.0,86.0,100.0,76.0,62.0,44.0,75.57142857,529,IDEPT2601,ME 
SID20175378,Sem_2,48.0,66.0,97.0,69.0,84.0,99.0,66.0,75.57142857,529,IDEPT8473,ME 
SID20145922,Sem_2,68.0,100.0,78.0,88.0,84.0,42.0,69.0,75.57142857,529,IDEPT2601,ME 
SID20157091,Sem_2,77.0,96.0,49.0,45.0,80.0,89.0,93.0,75.57142857,529,IDEPT3868,ME 
SID20186558,Sem_2,77.0,79.0,,90.0,61.0,86.0,60.0,75.5,453,IDEPT8473,ME 
SID20135571,Sem_2,97.0,66.0,86.0,61.0,71.0,,70.0,75.16666667,451,IDEPT2601,ME 
SID20176846,Sem_2,80.0,23.0,92.0,81.0,84.0,85.0,81.0,75.14285714,526,IDEPT3868,ME 
SID20158126,Sem_2,89.0,64.0,91.0,45.0,87.0,74.0,75.0,75.0,525,IDEPT3868,ME 
SID20179549,Sem_2,68.0,58.0,89.0,75.0,63.0,86.0,86.0,75.0,525,IDEPT2601,ME 
SID20167841,Sem_2,73.0,79.0,99.0,66.0,52.0,82.0,72.0,74.71428571,523,IDEPT2601,ME 
SID20135945,Sem_2,96.0,63.0,65.0,61.0,83.0,58.0,97.0,74.71428571,523,IDEPT2601,ME 
SID20185816,Sem_2,78.0,56.0,95.0,93.0,86.0,46.0,68.0,74.57142857,522,IDEPT8598,ME 
SID20187635,Sem_2,95.0,78.0,79.0,95.0,51.0,49.0,,74.5,447,IDEPT2601,ME 
SID20162683,Sem_2,73.0,45.0,84.0,95.0,48.0,89.0,87.0,74.42857143,521,IDEPT8473,ME 
SID20143391,Sem_2,96.0,77.0,83.0,55.0,52.0,77.0,81.0,74.42857143,521,IDEPT2601,ME 
SID20184111,Sem_2,54.0,56.0,92.0,95.0,50.0,90.0,84.0,74.42857143,521,IDEPT3868,ME 
SID20135072,Sem_2,50.0,63.0,,92.0,86.0,96.0,59.0,74.33333333,446,IDEPT2601,ME 
SID20143875,Sem_2,55.0,91.0,84.0,78.0,46.0,88.0,78.0,74.28571429,520,IDEPT3868,ME 
SID20178797,Sem_2,92.0,68.0,86.0,62.0,93.0,67.0,52.0,74.28571429,520,IDEPT8473,ME 
SID20184814,Sem_2,87.0,29.0,83.0,70.0,96.0,78.0,77.0,74.28571429,520,IDEPT8598,ME 
SID20152950,Sem_2,79.0,84.0,78.0,74.0,60.0,,70.0,74.16666667,445,IDEPT8473,ME 
SID20172862,Sem_2,88.0,89.0,75.0,58.0,60.0,56.0,93.0,74.14285714,519,IDEPT2601,ME 
SID20171679,Sem_2,61.0,100.0,64.0,79.0,76.0,43.0,96.0,74.14285714,519,IDEPT8473,ME 
SID20142297,Sem_2,73.0,48.0,92.0,80.0,99.0,57.0,70.0,74.14285714,519,IDEPT3868,ME 
SID20168562,Sem_2,66.0,95.0,91.0,62.0,99.0,60.0,45.0,74.0,518,IDEPT2601,ME 
SID20133385,Sem_2,99.0,58.0,53.0,93.0,77.0,57.0,80.0,73.85714286,517,IDEPT3868,ME 
SID20159646,Sem_2,58.0,86.0,69.0,82.0,77.0,94.0,51.0,73.85714286,517,IDEPT8598,ME 
SID20135122,Sem_2,56.0,97.0,44.0,98.0,63.0,81.0,78.0,73.85714286,517,IDEPT2601,ME 
SID20183735,Sem_2,86.0,96.0,91.0,71.0,59.0,72.0,42.0,73.85714286,517,IDEPT3868,ME 
SID20176988,Sem_2,84.0,72.0,90.0,51.0,54.0,88.0,78.0,73.85714286,517,IDEPT3868,ME 
SID20183147,Sem_2,100.0,62.0,83.0,46.0,49.0,92.0,84.0,73.71428571,516,IDEPT3868,ME 
SID20157195,Sem_2,42.0,89.0,77.0,77.0,50.0,96.0,85.0,73.71428571,516,IDEPT3868,ME 
SID20186331,Sem_2,85.0,44.0,91.0,93.0,45.0,,84.0,73.66666667,442,IDEPT2601,ME 
SID20146644,Sem_2,88.0,55.0,76.0,59.0,,75.0,89.0,73.66666667,442,IDEPT2601,ME 
SID20139226,Sem_2,100.0,87.0,52.0,73.0,49.0,99.0,55.0,73.57142857,515,IDEPT8473,ME 
SID20161803,Sem_2,95.0,100.0,45.0,83.0,66.0,84.0,42.0,73.57142857,515,IDEPT3868,ME 
SID20136013,Sem_2,75.0,91.0,40.0,89.0,74.0,53.0,93.0,73.57142857,515,IDEPT3868,ME 
SID20135098,Sem_2,94.0,21.0,90.0,98.0,82.0,78.0,52.0,73.57142857,515,IDEPT3868,ME 
SID20148348,Sem_2,68.0,93.0,91.0,44.0,83.0,71.0,64.0,73.42857143,514,IDEPT2601,ME 
SID20136266,Sem_2,82.0,85.0,90.0,52.0,41.0,99.0,65.0,73.42857143,514,IDEPT2601,ME 
SID20158543,Sem_2,52.0,73.0,89.0,70.0,88.0,68.0,,73.33333333,440,IDEPT3868,ME 
SID20151682,Sem_2,97.0,47.0,44.0,98.0,88.0,55.0,84.0,73.28571429,513,IDEPT8598,ME 
SID20151122,Sem_2,44.0,90.0,94.0,60.0,69.0,77.0,79.0,73.28571429,513,IDEPT2601,ME 
SID20183997,Sem_2,76.0,68.0,83.0,89.0,52.0,57.0,87.0,73.14285714,512,IDEPT8598,ME 
SID20138692,Sem_2,77.0,67.0,49.0,100.0,67.0,53.0,99.0,73.14285714,512,IDEPT8473,ME 
SID20133731,Sem_2,81.0,50.0,66.0,94.0,51.0,75.0,95.0,73.14285714,512,IDEPT3868,ME 
SID20174480,Sem_2,67.0,90.0,89.0,44.0,89.0,62.0,70.0,73.0,511,IDEPT2601,ME 
SID20155081,Sem_2,91.0,69.0,98.0,44.0,68.0,54.0,87.0,73.0,511,IDEPT8598,ME 
SID20178227,Sem_2,56.0,50.0,88.0,89.0,95.0,42.0,90.0,72.85714286,510,IDEPT8473,ME 
SID20155194,Sem_2,71.0,76.0,72.0,77.0,60.0,84.0,70.0,72.85714286,510,IDEPT8473,ME 
SID20145185,Sem_2,88.0,92.0,67.0,54.0,41.0,96.0,72.0,72.85714286,510,IDEPT8473,ME 
SID20159821,Sem_2,75.0,56.0,54.0,79.0,83.0,80.0,83.0,72.85714286,510,IDEPT8473,ME 
SID20138144,Sem_2,88.0,77.0,88.0,50.0,70.0,83.0,53.0,72.71428571,509,IDEPT8473,ME 
SID20185475,Sem_2,40.0,77.0,84.0,73.0,94.0,55.0,86.0,72.71428571,509,IDEPT8598,ME 
SID20132356,Sem_2,100.0,58.0,43.0,97.0,52.0,60.0,98.0,72.57142857,508,IDEPT3868,ME 
SID20144764,Sem_2,87.0,62.0,65.0,71.0,97.0,49.0,75.0,72.28571429,506,IDEPT8598,ME 
SID20137336,Sem_2,68.0,94.0,53.0,60.0,92.0,75.0,63.0,72.14285714,505,IDEPT2601,ME 
SID20166648,Sem_2,52.0,47.0,82.0,75.0,72.0,82.0,93.0,71.85714286,503,IDEPT3868,ME 
SID20133658,Sem_2,87.0,78.0,49.0,63.0,73.0,55.0,98.0,71.85714286,503,IDEPT8473,ME 
SID20161716,Sem_2,54.0,43.0,77.0,95.0,79.0,,83.0,71.83333333,431,IDEPT3868,ME 
SID20165746,Sem_2,49.0,74.0,83.0,92.0,87.0,74.0,43.0,71.71428571,502,IDEPT8598,ME 
SID20149744,Sem_2,96.0,58.0,63.0,68.0,55.0,88.0,74.0,71.71428571,502,IDEPT8473,ME 
SID20131477,Sem_2,,98.0,67.0,44.0,87.0,83.0,51.0,71.66666667,430,IDEPT3868,ME 
SID20137574,Sem_2,79.0,88.0,73.0,46.0,52.0,64.0,98.0,71.42857143,500,IDEPT8473,ME 
SID20156422,Sem_2,73.0,,93.0,55.0,71.0,85.0,51.0,71.33333333,428,IDEPT3868,ME 
SID20168442,Sem_2,90.0,87.0,94.0,49.0,62.0,44.0,73.0,71.28571429,499,IDEPT3868,ME 
SID20182327,Sem_2,81.0,78.0,83.0,41.0,83.0,47.0,86.0,71.28571429,499,IDEPT8473,ME 
SID20155294,Sem_2,87.0,51.0,79.0,75.0,86.0,43.0,78.0,71.28571429,499,IDEPT3868,ME 
SID20183704,Sem_2,100.0,,55.0,40.0,88.0,96.0,48.0,71.16666667,427,IDEPT8598,ME 
SID20167740,Sem_2,93.0,65.0,89.0,85.0,63.0,51.0,52.0,71.14285714,498,IDEPT8473,ME 
SID20189452,Sem_2,98.0,70.0,73.0,59.0,47.0,72.0,78.0,71.0,497,IDEPT3868,ME 
SID20158335,Sem_2,62.0,84.0,83.0,68.0,84.0,41.0,74.0,70.85714286,496,IDEPT8598,ME 
SID20169216,Sem_2,97.0,50.0,66.0,76.0,89.0,44.0,74.0,70.85714286,496,IDEPT8598,ME 
SID20146518,Sem_2,63.0,65.0,91.0,80.0,41.0,70.0,86.0,70.85714286,496,IDEPT3868,ME 
SID20149831,Sem_2,81.0,78.0,92.0,60.0,48.0,74.0,63.0,70.85714286,496,IDEPT2601,ME 
SID20131618,Sem_2,83.0,44.0,43.0,93.0,91.0,98.0,43.0,70.71428571,495,IDEPT2601,ME 
SID20188472,Sem_2,87.0,72.0,46.0,85.0,48.0,72.0,85.0,70.71428571,495,IDEPT8598,ME 
SID20166593,Sem_2,80.0,67.0,82.0,51.0,43.0,97.0,75.0,70.71428571,495,IDEPT3868,ME 
SID20145900,Sem_2,60.0,46.0,96.0,79.0,,47.0,96.0,70.66666667,424,IDEPT3868,ME 
SID20159927,Sem_2,80.0,100.0,73.0,45.0,40.0,57.0,99.0,70.57142857,494,IDEPT2601,ME 
SID20133955,Sem_2,57.0,90.0,61.0,100.0,40.0,91.0,55.0,70.57142857,494,IDEPT8473,ME 
SID20181127,Sem_2,96.0,44.0,57.0,91.0,49.0,66.0,90.0,70.42857143,493,IDEPT8598,ME 
SID20178120,Sem_2,89.0,64.0,93.0,64.0,63.0,62.0,58.0,70.42857143,493,IDEPT8598,ME 
SID20141130,Sem_2,41.0,80.0,66.0,95.0,100.0,44.0,67.0,70.42857143,493,IDEPT2601,ME 
SID20139587,Sem_2,60.0,85.0,71.0,89.0,41.0,85.0,62.0,70.42857143,493,IDEPT2601,ME 
SID20185714,Sem_2,99.0,86.0,44.0,41.0,79.0,61.0,82.0,70.28571429,492,IDEPT2601,ME 
SID20176148,Sem_2,45.0,100.0,80.0,74.0,66.0,56.0,71.0,70.28571429,492,IDEPT8598,ME 
SID20134260,Sem_2,93.0,57.0,55.0,84.0,86.0,64.0,52.0,70.14285714,491,IDEPT2601,ME 
SID20189858,Sem_2,60.0,47.0,57.0,50.0,93.0,95.0,89.0,70.14285714,491,IDEPT8473,ME 
SID20162990,Sem_2,93.0,54.0,44.0,42.0,87.0,96.0,75.0,70.14285714,491,IDEPT8598,ME 
SID20183635,Sem_2,81.0,63.0,82.0,83.0,81.0,59.0,42.0,70.14285714,491,IDEPT2601,ME 
SID20152525,Sem_2,76.0,84.0,43.0,59.0,87.0,62.0,80.0,70.14285714,491,IDEPT8473,ME 
SID20186847,Sem_2,63.0,46.0,78.0,89.0,65.0,93.0,56.0,70.0,490,IDEPT3868,ME 
SID20167833,Sem_2,92.0,82.0,42.0,68.0,85.0,57.0,64.0,70.0,490,IDEPT8598,ME 
SID20133628,Sem_2,47.0,64.0,80.0,59.0,98.0,56.0,85.0,69.85714286,489,IDEPT2601,ME 
SID20157994,Sem_2,54.0,83.0,50.0,93.0,73.0,79.0,57.0,69.85714286,489,IDEPT8598,ME 
SID20132217,Sem_2,88.0,40.0,61.0,63.0,90.0,85.0,62.0,69.85714286,489,IDEPT8473,ME 
SID20135226,Sem_2,49.0,91.0,74.0,72.0,51.0,91.0,60.0,69.71428571,488,IDEPT8473,ME 
SID20137152,Sem_2,79.0,84.0,42.0,81.0,,76.0,56.0,69.66666667,418,IDEPT2601,ME 
SID20176003,Sem_2,68.0,82.0,79.0,65.0,45.0,67.0,81.0,69.57142857,487,IDEPT8598,ME 
SID20152819,Sem_2,85.0,78.0,45.0,61.0,54.0,85.0,79.0,69.57142857,487,IDEPT3868,ME 
SID20131176,Sem_2,57.0,87.0,99.0,98.0,50.0,46.0,50.0,69.57142857,487,IDEPT8473,ME 
SID20156934,Sem_2,72.0,63.0,47.0,99.0,71.0,67.0,67.0,69.42857143,486,IDEPT2601,ME 
SID20164982,Sem_2,83.0,45.0,58.0,68.0,50.0,89.0,93.0,69.42857143,486,IDEPT8598,ME 
SID20149273,Sem_2,47.0,74.0,46.0,84.0,88.0,62.0,85.0,69.42857143,486,IDEPT2601,ME 
SID20167878,Sem_2,71.0,,40.0,100.0,71.0,43.0,91.0,69.33333333,416,IDEPT2601,ME 
SID20167878,Sem_2,71.0,,40.0,100.0,71.0,43.0,91.0,69.33333333,416,IDEPT2601,ME 
SID20136421,Sem_2,44.0,52.0,99.0,79.0,50.0,85.0,76.0,69.28571429,485,IDEPT3868,ME 
SID20181275,Sem_2,78.0,70.0,86.0,73.0,91.0,45.0,42.0,69.28571429,485,IDEPT8473,ME 
SID20159554,Sem_2,49.0,84.0,84.0,48.0,44.0,96.0,80.0,69.28571429,485,IDEPT8598,ME 
SID20156447,Sem_2,96.0,72.0,56.0,81.0,41.0,52.0,87.0,69.28571429,485,IDEPT3868,ME 
SID20137928,Sem_2,95.0,61.0,41.0,61.0,59.0,98.0,69.0,69.14285714,484,IDEPT2601,ME 
SID20133235,Sem_2,72.0,65.0,50.0,63.0,87.0,55.0,92.0,69.14285714,484,IDEPT8598,ME 
SID20187653,Sem_2,76.0,65.0,62.0,66.0,78.0,55.0,82.0,69.14285714,484,IDEPT8598,ME 
SID20165263,Sem_2,47.0,64.0,70.0,77.0,64.0,87.0,75.0,69.14285714,484,IDEPT8473,ME 
SID20183770,Sem_2,68.0,81.0,96.0,63.0,56.0,45.0,75.0,69.14285714,484,IDEPT3868,ME 
SID20132440,Sem_2,85.0,,71.0,88.0,51.0,41.0,78.0,69.0,414,IDEPT8598,ME 
SID20156025,Sem_2,75.0,56.0,61.0,64.0,46.0,94.0,87.0,69.0,483,IDEPT8473,ME 
SID20153027,Sem_2,79.0,67.0,81.0,65.0,48.0,72.0,70.0,68.85714286,482,IDEPT8473,ME 
SID20153161,Sem_2,61.0,55.0,97.0,56.0,72.0,74.0,67.0,68.85714286,482,IDEPT2601,ME 
SID20136281,Sem_2,76.0,93.0,55.0,77.0,43.0,73.0,65.0,68.85714286,482,IDEPT8473,ME 
SID20167870,Sem_2,70.0,60.0,64.0,53.0,66.0,74.0,95.0,68.85714286,482,IDEPT8598,ME 
SID20187441,Sem_2,76.0,68.0,60.0,90.0,81.0,22.0,84.0,68.71428571,481,IDEPT2601,ME 
SID20178888,Sem_2,24.0,71.0,88.0,93.0,54.0,51.0,99.0,68.57142857,480,IDEPT8598,ME 
SID20184995,Sem_2,95.0,51.0,74.0,82.0,51.0,58.0,,68.5,411,IDEPT2601,ME 
SID20157191,Sem_2,57.0,55.0,79.0,46.0,96.0,54.0,92.0,68.42857143,479,IDEPT3868,ME 
SID20165791,Sem_2,83.0,63.0,84.0,58.0,48.0,62.0,81.0,68.42857143,479,IDEPT8598,ME 
SID20174420,Sem_2,,40.0,69.0,65.0,89.0,58.0,89.0,68.33333333,410,IDEPT2601,ME 
SID20157492,Sem_2,87.0,53.0,58.0,58.0,74.0,97.0,51.0,68.28571429,478,IDEPT3868,ME 
SID20133005,Sem_2,78.0,51.0,62.0,70.0,50.0,93.0,74.0,68.28571429,478,IDEPT8598,ME 
SID20155843,Sem_2,91.0,90.0,47.0,42.0,88.0,64.0,56.0,68.28571429,478,IDEPT3868,ME 
SID20152646,Sem_2,67.0,,51.0,,73.0,67.0,83.0,68.2,341,IDEPT8473,ME 
SID20151170,Sem_2,90.0,45.0,55.0,67.0,53.0,91.0,76.0,68.14285714,477,IDEPT3868,ME 
SID20132572,Sem_2,88.0,40.0,82.0,77.0,73.0,53.0,64.0,68.14285714,477,IDEPT3868,ME 
SID20187946,Sem_2,69.0,60.0,81.0,56.0,54.0,72.0,85.0,68.14285714,477,IDEPT8473,ME 
SID20169262,Sem_2,93.0,94.0,72.0,58.0,45.0,70.0,45.0,68.14285714,477,IDEPT2601,ME 
SID20179658,Sem_2,63.0,66.0,47.0,88.0,41.0,89.0,83.0,68.14285714,477,IDEPT3868,ME 
SID20166410,Sem_2,48.0,73.0,64.0,73.0,89.0,89.0,41.0,68.14285714,477,IDEPT8473,ME 
SID20161299,Sem_2,88.0,51.0,77.0,74.0,65.0,49.0,72.0,68.0,476,IDEPT2601,ME 
SID20184893,Sem_2,60.0,71.0,41.0,78.0,60.0,95.0,71.0,68.0,476,IDEPT8598,ME 
SID20165853,Sem_2,53.0,44.0,42.0,97.0,97.0,81.0,62.0,68.0,476,IDEPT8598,ME 
SID20165853,Sem_2,53.0,44.0,42.0,97.0,97.0,81.0,62.0,68.0,476,IDEPT8598,ME 
SID20166038,Sem_2,59.0,58.0,66.0,,46.0,79.0,100.0,68.0,408,IDEPT8473,ME 
SID20134991,Sem_2,78.0,82.0,47.0,73.0,60.0,59.0,76.0,67.85714286,475,IDEPT8473,ME 
SID20166276,Sem_2,84.0,64.0,47.0,49.0,48.0,100.0,82.0,67.71428571,474,IDEPT8473,ME 
SID20134143,Sem_2,57.0,79.0,53.0,61.0,92.0,51.0,80.0,67.57142857,473,IDEPT3868,ME 
SID20164371,Sem_2,91.0,43.0,65.0,84.0,82.0,,40.0,67.5,405,IDEPT8473,ME 
SID20145386,Sem_2,87.0,46.0,44.0,48.0,96.0,96.0,55.0,67.42857143,472,IDEPT8598,ME 
SID20142568,Sem_2,71.0,97.0,76.0,63.0,47.0,55.0,63.0,67.42857143,472,IDEPT3868,ME 
SID20151732,Sem_2,43.0,92.0,41.0,71.0,69.0,88.0,,67.33333333,404,IDEPT8473,ME 
SID20138788,Sem_2,85.0,70.0,90.0,51.0,76.0,42.0,57.0,67.28571429,471,IDEPT8473,ME 
SID20139174,Sem_2,70.0,48.0,62.0,54.0,100.0,55.0,82.0,67.28571429,471,IDEPT8473,ME 
SID20139174,Sem_2,70.0,48.0,62.0,54.0,100.0,55.0,82.0,67.28571429,471,IDEPT8473,ME 
SID20156417,Sem_2,59.0,51.0,83.0,69.0,92.0,66.0,51.0,67.28571429,471,IDEPT8473,ME 
SID20151294,Sem_2,63.0,53.0,82.0,56.0,61.0,67.0,89.0,67.28571429,471,IDEPT3868,ME 
SID20162337,Sem_2,42.0,76.0,83.0,83.0,57.0,88.0,41.0,67.14285714,470,IDEPT3868,ME 
SID20167763,Sem_2,83.0,51.0,51.0,60.0,95.0,86.0,44.0,67.14285714,470,IDEPT3868,ME 
SID20177726,Sem_2,85.0,82.0,49.0,74.0,44.0,47.0,89.0,67.14285714,470,IDEPT8473,ME 
SID20132710,Sem_2,68.0,51.0,50.0,97.0,78.0,67.0,59.0,67.14285714,470,IDEPT8473,ME 
SID20161781,Sem_2,84.0,49.0,79.0,69.0,77.0,70.0,41.0,67.0,469,IDEPT3868,ME 
SID20164248,Sem_2,69.0,52.0,86.0,68.0,85.0,42.0,67.0,67.0,469,IDEPT8598,ME 
SID20164248,Sem_2,69.0,52.0,86.0,68.0,85.0,42.0,67.0,67.0,469,IDEPT8598,ME 
SID20149131,Sem_2,42.0,97.0,68.0,49.0,52.0,89.0,72.0,67.0,469,IDEPT3868,ME 
