Student_ID,Semster_Name,Paper 1,Paper 2,Paper 3,Paper 4,Paper 5,Paper 6,Paper 7,percentage,sum,Department_ID,Department_Name
SID20156409,Sem_1,95.0,54.0,98.0,85.0,92.0,70.0,52.0,78.0,546,IDEPT8598,ME 
SID20167422,Sem_1,74.0,40.0,89.0,100.0,85.0,67.0,90.0,77.85714286,545,IDEPT2601,ME 
SID20173333,Sem_1,68.0,96.0,74.0,92.0,62.0,65.0,88.0,77.85714286,545,IDEPT8473,ME 
SID20167845,Sem_1,97.0,88.0,64.0,46.0,78.0,98.0,74.0,77.85714286,545,IDEPT3868,ME 
SID20167740,Sem_1,63.0,54.0,77.0,75.0,83.0,94.0,97.0,77.57142857,543,IDEPT8473,ME 
SID20166410,Sem_1,86.0,80.0,80.0,99.0,79.0,58.0,58.0,77.14285714,540,IDEPT8473,ME 
SID20143941,Sem_1,73.0,94.0,66.0,98.0,96.0,64.0,49.0,77.14285714,540,IDEPT3868,ME 
SID20174194,Sem_1,90.0,77.0,87.0,43.0,100.0,65.0,,77.0,462,IDEPT8473,ME 
SID20134991,Sem_1,82.0,93.0,98.0,83.0,66.0,53.0,63.0,76.85714286,538,IDEPT8473,ME 
SID20179594,Sem_1,86.0,70.0,56.0,99.0,69.0,78.0,80.0,76.85714286,538,IDEPT3868,ME 
SID20172486,Sem_1,77.0,93.0,45.0,84.0,54.0,89.0,96.0,76.85714286,538,IDEPT3868,ME 
SID20187288,Sem_1,89.0,71.0,95.0,,80.0,77.0,49.0,76.83333333,461,IDEPT2601,ME 
SID20186847,Sem_1,68.0,88.0,97.0,67.0,88.0,65.0,64.0,76.71428571,537,IDEPT3868,ME 
SID20132356,Sem_1,85.0,65.0,55.0,85.0,98.0,57.0,91.0,76.57142857,536,IDEPT3868,ME 
SID20171493,Sem_1,47.0,88.0,61.0,83.0,98.0,81.0,76.0,76.28571429,534,IDEPT2601,ME 
SID20145185,Sem_1,86.0,89.0,57.0,84.0,98.0,54.0,66.0,76.28571429,534,IDEPT8473,ME 
SID20133731,Sem_1,96.0,85.0,60.0,73.0,44.0,82.0,94.0,76.28571429,534,IDEPT3868,ME 
SID20184276,Sem_1,99.0,89.0,57.0,65.0,47.0,79.0,97.0,76.14285714,533,IDEPT2601,ME 
SID20156733,Sem_1,72.0,87.0,89.0,83.0,86.0,67.0,49.0,76.14285714,533,IDEPT8473,ME 
SID20172499,Sem_1,67.0,75.0,65.0,86.0,77.0,93.0,69.0,76.0,532,IDEPT3868,ME 
SID20156422,Sem_1,95.0,80.0,97.0,45.0,83.0,50.0,81.0,75.85714286,531,IDEPT3868,ME 
SID20181263,Sem_1,43.0,85.0,93.0,84.0,84.0,87.0,54.0,75.71428571,530,IDEPT2601,ME 
SID20176866,Sem_1,93.0,79.0,48.0,97.0,47.0,70.0,95.0,75.57142857,529,IDEPT8598,ME 
SID20136013,Sem_1,57.0,83.0,70.0,97.0,73.0,100.0,49.0,75.57142857,529,IDEPT3868,ME 
SID20134143,Sem_1,59.0,56.0,81.0,97.0,54.0,84.0,98.0,75.57142857,529,IDEPT3868,ME 
SID20135945,Sem_1,97.0,46.0,90.0,95.0,95.0,52.0,53.0,75.42857143,528,IDEPT2601,ME 
SID20176846,Sem_1,95.0,96.0,62.0,56.0,57.0,65.0,97.0,75.42857143,528,IDEPT3868,ME 
SID20165493,Sem_1,44.0,93.0,50.0,63.0,89.0,96.0,93.0,75.42857143,528,IDEPT8473,ME 
SID20188686,Sem_1,81.0,72.0,73.0,86.0,83.0,87.0,46.0,75.42857143,528,IDEPT3868,ME 
SID20141494,Sem_1,93.0,58.0,82.0,89.0,66.0,73.0,67.0,75.42857143,528,IDEPT8598,ME 
SID20156089,Sem_1,57.0,46.0,71.0,78.0,83.0,97.0,95.0,75.28571429,527,IDEPT2601,ME 
SID20155843,Sem_1,49.0,79.0,91.0,55.0,64.0,98.0,91.0,75.28571429,527,IDEPT3868,ME 
SID20151170,Sem_1,78.0,85.0,51.0,99.0,71.0,67.0,76.0,75.28571429,527,IDEPT3868,ME 
SID20158525,Sem_1,,54.0,77.0,97.0,48.0,76.0,99.0,75.16666667,451,IDEPT3868,ME 
SID20156823,Sem_1,77.0,100.0,97.0,42.0,64.0,63.0,83.0,75.14285714,526,IDEPT8598,ME 
SID20174480,Sem_1,92.0,89.0,59.0,84.0,47.0,65.0,90.0,75.14285714,526,IDEPT2601,ME 
SID20131189,Sem_1,96.0,72.0,89.0,49.0,77.0,45.0,97.0,75.0,525,IDEPT8473,ME 
SID20141830,Sem_1,86.0,85.0,55.0,89.0,45.0,88.0,77.0,75.0,525,IDEPT2601,ME 
SID20152646,Sem_1,42.0,100.0,100.0,98.0,78.0,53.0,53.0,74.85714286,524,IDEPT8473,ME 
SID20145652,Sem_1,68.0,97.0,63.0,60.0,75.0,71.0,89.0,74.71428571,523,IDEPT3868,ME 
SID20183704,Sem_1,73.0,98.0,54.0,93.0,88.0,43.0,74.0,74.71428571,523,IDEPT8598,ME 
SID20176480,Sem_1,60.0,49.0,93.0,98.0,78.0,62.0,83.0,74.71428571,523,IDEPT8473,ME 
SID20144764,Sem_1,52.0,46.0,100.0,93.0,71.0,,86.0,74.66666667,448,IDEPT8598,ME 
SID20151983,Sem_1,46.0,49.0,98.0,96.0,51.0,91.0,89.0,74.28571429,520,IDEPT8598,ME 
SID20181849,Sem_1,43.0,56.0,74.0,87.0,71.0,95.0,94.0,74.28571429,520,IDEPT3868,ME 
SID20178767,Sem_1,55.0,86.0,64.0,74.0,100.0,48.0,93.0,74.28571429,520,IDEPT2601,ME 
SID20131850,Sem_1,93.0,54.0,62.0,82.0,71.0,83.0,,74.16666667,445,IDEPT2601,ME 
SID20166648,Sem_1,97.0,55.0,56.0,84.0,97.0,46.0,84.0,74.14285714,519,IDEPT3868,ME 
SID20156417,Sem_1,65.0,91.0,91.0,97.0,52.0,83.0,40.0,74.14285714,519,IDEPT8473,ME 
SID20179549,Sem_1,54.0,76.0,42.0,59.0,90.0,98.0,99.0,74.0,518,IDEPT2601,ME 
SID20157994,Sem_1,74.0,98.0,61.0,71.0,63.0,77.0,74.0,74.0,518,IDEPT8598,ME 
SID20138144,Sem_1,86.0,73.0,63.0,100.0,67.0,52.0,77.0,74.0,518,IDEPT8473,ME 
SID20143458,Sem_1,78.0,100.0,56.0,69.0,63.0,75.0,77.0,74.0,518,IDEPT8598,ME 
SID20143458,Sem_1,78.0,100.0,56.0,69.0,63.0,75.0,77.0,74.0,518,IDEPT8598,ME 
SID20139419,Sem_1,71.0,51.0,94.0,98.0,79.0,76.0,49.0,74.0,518,IDEPT8598,ME 
SID20184814,Sem_1,58.0,91.0,66.0,46.0,90.0,82.0,84.0,73.85714286,517,IDEPT8598,ME 
SID20154519,Sem_1,40.0,74.0,83.0,98.0,97.0,84.0,40.0,73.71428571,516,IDEPT8598,ME 
SID20135098,Sem_1,83.0,94.0,81.0,99.0,56.0,40.0,63.0,73.71428571,516,IDEPT3868,ME 
SID20143391,Sem_1,64.0,90.0,71.0,98.0,45.0,64.0,84.0,73.71428571,516,IDEPT2601,ME 
SID20136079,Sem_1,91.0,75.0,58.0,89.0,55.0,50.0,97.0,73.57142857,515,IDEPT2601,ME 
SID20157903,Sem_1,45.0,66.0,68.0,94.0,82.0,71.0,88.0,73.42857143,514,IDEPT8473,ME 
SID20133084,Sem_1,48.0,63.0,89.0,85.0,58.0,75.0,96.0,73.42857143,514,IDEPT8473,ME 
SID20167870,Sem_1,70.0,63.0,78.0,89.0,80.0,67.0,67.0,73.42857143,514,IDEPT8598,ME 
SID20164268,Sem_1,98.0,78.0,69.0,54.0,69.0,59.0,86.0,73.28571429,513,IDEPT8598,ME 
SID20168770,Sem_1,73.0,57.0,49.0,97.0,68.0,74.0,95.0,73.28571429,513,IDEPT8473,ME 
SID20148348,Sem_1,64.0,76.0,62.0,61.0,78.0,77.0,95.0,73.28571429,513,IDEPT2601,ME 
SID20176003,Sem_1,84.0,52.0,78.0,98.0,85.0,60.0,56.0,73.28571429,513,IDEPT8598,ME 
SID20154760,Sem_1,55.0,40.0,100.0,95.0,78.0,72.0,73.0,73.28571429,513,IDEPT3868,ME 
SID20174766,Sem_1,,79.0,73.0,67.0,72.0,77.0,70.0,73.0,438,IDEPT3868,ME 
SID20153027,Sem_1,72.0,91.0,45.0,73.0,,97.0,60.0,73.0,438,IDEPT8473,ME 
SID20133658,Sem_1,50.0,95.0,82.0,47.0,60.0,98.0,79.0,73.0,511,IDEPT8473,ME 
SID20155894,Sem_1,99.0,62.0,85.0,99.0,63.0,24.0,79.0,73.0,511,IDEPT2601,ME 
SID20171571,Sem_1,68.0,89.0,57.0,63.0,73.0,85.0,76.0,73.0,511,IDEPT2601,ME 
SID20176988,Sem_1,61.0,66.0,53.0,69.0,87.0,76.0,98.0,72.85714286,510,IDEPT3868,ME 
SID20171918,Sem_1,97.0,76.0,27.0,63.0,52.0,97.0,97.0,72.71428571,509,IDEPT8598,ME 
SID20178120,Sem_1,42.0,43.0,89.0,80.0,80.0,90.0,85.0,72.71428571,509,IDEPT8598,ME 
SID20187760,Sem_1,56.0,91.0,68.0,42.0,72.0,99.0,81.0,72.71428571,509,IDEPT8473,ME 
SID20161679,Sem_1,61.0,98.0,59.0,75.0,,87.0,56.0,72.66666667,436,IDEPT8598,ME 
SID20168714,Sem_1,99.0,47.0,43.0,94.0,56.0,80.0,89.0,72.57142857,508,IDEPT8598,ME 
SID20181952,Sem_1,70.0,86.0,65.0,41.0,79.0,73.0,94.0,72.57142857,508,IDEPT8598,ME 
SID20155194,Sem_1,95.0,55.0,87.0,90.0,61.0,,47.0,72.5,435,IDEPT8473,ME 
SID20151739,Sem_1,97.0,97.0,88.0,44.0,74.0,43.0,64.0,72.42857143,507,IDEPT2601,ME 
SID20152819,Sem_1,93.0,82.0,60.0,86.0,51.0,80.0,55.0,72.42857143,507,IDEPT3868,ME 
SID20135512,Sem_1,67.0,83.0,88.0,51.0,83.0,68.0,67.0,72.42857143,507,IDEPT8598,ME 
SID20148072,Sem_1,40.0,94.0,65.0,88.0,86.0,44.0,90.0,72.42857143,507,IDEPT8598,ME 
SID20159646,Sem_1,88.0,43.0,63.0,47.0,91.0,86.0,87.0,72.14285714,505,IDEPT8598,ME 
SID20159481,Sem_1,71.0,79.0,43.0,77.0,63.0,93.0,79.0,72.14285714,505,IDEPT8598,ME 
SID20177195,Sem_1,73.0,87.0,60.0,72.0,68.0,60.0,85.0,72.14285714,505,IDEPT3868,ME 
SID20187653,Sem_1,90.0,83.0,62.0,54.0,100.0,56.0,59.0,72.0,504,IDEPT8598,ME 
SID20183770,Sem_1,95.0,97.0,53.0,76.0,45.0,71.0,67.0,72.0,504,IDEPT3868,ME 
SID20157492,Sem_1,40.0,87.0,43.0,92.0,80.0,78.0,84.0,72.0,504,IDEPT3868,ME 
SID20145922,Sem_1,94.0,78.0,44.0,,41.0,94.0,81.0,72.0,432,IDEPT2601,ME 
SID20166611,Sem_1,40.0,78.0,99.0,85.0,56.0,55.0,90.0,71.85714286,503,IDEPT8598,ME 
SID20147589,Sem_1,59.0,45.0,53.0,81.0,100.0,65.0,99.0,71.71428571,502,IDEPT3868,ME 
SID20165036,Sem_1,51.0,98.0,43.0,77.0,66.0,74.0,93.0,71.71428571,502,IDEPT2601,ME 
SID20139616,Sem_1,87.0,91.0,98.0,73.0,42.0,43.0,68.0,71.71428571,502,IDEPT8473,ME 
SID20169216,Sem_1,68.0,94.0,71.0,81.0,46.0,75.0,67.0,71.71428571,502,IDEPT8598,ME 
SID20136303,Sem_1,94.0,44.0,81.0,70.0,75.0,63.0,75.0,71.71428571,502,IDEPT3868,ME 
SID20131176,Sem_1,92.0,93.0,46.0,71.0,53.0,48.0,98.0,71.57142857,501,IDEPT8473,ME 
SID20167841,Sem_1,43.0,96.0,63.0,62.0,89.0,69.0,78.0,71.42857143,500,IDEPT2601,ME 
SID20136421,Sem_1,72.0,54.0,85.0,55.0,100.0,62.0,72.0,71.42857143,500,IDEPT3868,ME 
SID20148841,Sem_1,69.0,55.0,84.0,43.0,100.0,49.0,100.0,71.42857143,500,IDEPT3868,ME 
SID20136266,Sem_1,89.0,47.0,97.0,59.0,68.0,41.0,99.0,71.42857143,500,IDEPT2601,ME 
SID20134016,Sem_1,47.0,93.0,52.0,91.0,94.0,61.0,61.0,71.28571429,499,IDEPT3868,ME 
SID20135571,Sem_1,53.0,57.0,74.0,100.0,53.0,99.0,63.0,71.28571429,499,IDEPT2601,ME 
SID20162683,Sem_1,90.0,86.0,52.0,73.0,48.0,79.0,71.0,71.28571429,499,IDEPT8473,ME 
SID20136281,Sem_1,43.0,93.0,92.0,50.0,59.0,82.0,79.0,71.14285714,498,IDEPT8473,ME 
SID20159554,Sem_1,85.0,83.0,55.0,81.0,42.0,91.0,61.0,71.14285714,498,IDEPT8598,ME 
SID20147520,Sem_1,65.0,81.0,77.0,46.0,63.0,100.0,66.0,71.14285714,498,IDEPT8598,ME 
SID20188653,Sem_1,72.0,71.0,97.0,64.0,62.0,80.0,51.0,71.0,497,IDEPT8473,ME 
SID20132744,Sem_1,57.0,49.0,78.0,64.0,96.0,91.0,62.0,71.0,497,IDEPT8598,ME 
SID20134273,Sem_1,41.0,86.0,86.0,72.0,48.0,76.0,88.0,71.0,497,IDEPT8473,ME 
SID20134273,Sem_1,41.0,86.0,86.0,72.0,48.0,76.0,88.0,71.0,497,IDEPT8473,ME 
SID20149744,Sem_1,49.0,86.0,81.0,91.0,55.0,64.0,,71.0,426,IDEPT8473,ME 
SID20161716,Sem_1,56.0,99.0,46.0,50.0,94.0,75.0,77.0,71.0,497,IDEPT3868,ME 
SID20164371,Sem_1,81.0,72.0,83.0,74.0,76.0,59.0,51.0,70.85714286,496,IDEPT8473,ME 
SID20167763,Sem_1,88.0,91.0,44.0,48.0,95.0,55.0,75.0,70.85714286,496,IDEPT3868,ME 
SID20142568,Sem_1,53.0,98.0,90.0,75.0,46.0,71.0,63.0,70.85714286,496,IDEPT3868,ME 
SID20131936,Sem_1,93.0,53.0,83.0,63.0,69.0,93.0,42.0,70.85714286,496,IDEPT8598,ME 
SID20184928,Sem_1,75.0,74.0,85.0,63.0,87.0,53.0,59.0,70.85714286,496,IDEPT8473,ME 
SID20187635,Sem_1,80.0,82.0,81.0,72.0,72.0,45.0,63.0,70.71428571,495,IDEPT2601,ME 
SID20151294,Sem_1,84.0,89.0,97.0,52.0,65.0,43.0,65.0,70.71428571,495,IDEPT3868,ME 
SID20155081,Sem_1,80.0,68.0,46.0,67.0,91.0,56.0,87.0,70.71428571,495,IDEPT8598,ME 
SID20152525,Sem_1,56.0,75.0,75.0,91.0,96.0,59.0,43.0,70.71428571,495,IDEPT8473,ME 
SID20184380,Sem_1,72.0,65.0,70.0,43.0,56.0,88.0,100.0,70.57142857,494,IDEPT8598,ME 
SID20181256,Sem_1,73.0,93.0,45.0,58.0,78.0,77.0,70.0,70.57142857,494,IDEPT8598,ME 
SID20185345,Sem_1,48.0,65.0,70.0,69.0,92.0,92.0,58.0,70.57142857,494,IDEPT2601,ME 
SID20155294,Sem_1,91.0,44.0,42.0,96.0,,78.0,72.0,70.5,423,IDEPT3868,ME 
SID20157300,Sem_1,87.0,40.0,54.0,77.0,45.0,96.0,94.0,70.42857143,493,IDEPT3868,ME 
SID20162337,Sem_1,50.0,99.0,68.0,48.0,75.0,75.0,78.0,70.42857143,493,IDEPT3868,ME 
SID20132440,Sem_1,41.0,92.0,88.0,83.0,61.0,40.0,88.0,70.42857143,493,IDEPT8598,ME 
SID20182882,Sem_1,60.0,89.0,98.0,46.0,72.0,85.0,43.0,70.42857143,493,IDEPT8598,ME 
SID20183635,Sem_1,,57.0,98.0,41.0,93.0,50.0,83.0,70.33333333,422,IDEPT2601,ME 
SID20175378,Sem_1,72.0,91.0,56.0,52.0,59.0,92.0,,70.33333333,422,IDEPT8473,ME 
SID20131446,Sem_1,82.0,65.0,84.0,40.0,56.0,82.0,82.0,70.14285714,491,IDEPT2601,ME 
SID20135072,Sem_1,95.0,77.0,45.0,99.0,52.0,59.0,64.0,70.14285714,491,IDEPT2601,ME 
SID20186558,Sem_1,63.0,82.0,97.0,93.0,59.0,50.0,47.0,70.14285714,491,IDEPT8473,ME 
SID20167878,Sem_1,66.0,68.0,73.0,42.0,94.0,55.0,93.0,70.14285714,491,IDEPT2601,ME 
SID20167878,Sem_1,66.0,68.0,73.0,42.0,94.0,55.0,93.0,70.14285714,491,IDEPT2601,ME 
SID20183111,Sem_1,48.0,86.0,80.0,96.0,58.0,57.0,66.0,70.14285714,491,IDEPT8598,ME 
SID20177565,Sem_1,87.0,59.0,70.0,97.0,40.0,83.0,55.0,70.14285714,491,IDEPT2601,ME 
SID20177565,Sem_1,87.0,59.0,70.0,97.0,40.0,83.0,55.0,70.14285714,491,IDEPT2601,ME 
SID20154310,Sem_1,85.0,95.0,73.0,66.0,19.0,72.0,81.0,70.14285714,491,IDEPT8598,ME 
SID20136814,Sem_1,43.0,67.0,51.0,49.0,95.0,96.0,89.0,70.0,490,IDEPT8473,ME 
SID20183070,Sem_1,88.0,60.0,60.0,62.0,44.0,93.0,83.0,70.0,490,IDEPT3868,ME 
SID20189040,Sem_1,46.0,100.0,,74.0,62.0,87.0,51.0,70.0,420,IDEPT8473,ME 
SID20161299,Sem_1,76.0,79.0,74.0,85.0,41.0,48.0,87.0,70.0,490,IDEPT2601,ME 
SID20162362,Sem_1,56.0,20.0,67.0,89.0,91.0,100.0,66.0,69.85714286,489,IDEPT8473,ME 
SID20181127,Sem_1,85.0,47.0,60.0,74.0,79.0,62.0,82.0,69.85714286,489,IDEPT8598,ME 
SID20138788,Sem_1,68.0,63.0,,66.0,98.0,63.0,61.0,69.83333333,419,IDEPT8473,ME 
SID20181171,Sem_1,44.0,65.0,96.0,44.0,99.0,95.0,44.0,69.57142857,487,IDEPT8473,ME 
SID20169310,Sem_1,97.0,48.0,93.0,61.0,54.0,83.0,51.0,69.57142857,487,IDEPT8473,ME 
SID20155216,Sem_1,77.0,69.0,57.0,67.0,86.0,,61.0,69.5,417,IDEPT2601,ME 
SID20149273,Sem_1,91.0,79.0,59.0,54.0,67.0,57.0,79.0,69.42857143,486,IDEPT2601,ME 
SID20181240,Sem_1,75.0,50.0,73.0,94.0,78.0,44.0,72.0,69.42857143,486,IDEPT3868,ME 
SID20156934,Sem_1,87.0,62.0,82.0,62.0,93.0,52.0,47.0,69.28571429,485,IDEPT2601,ME 
SID20162990,Sem_1,68.0,45.0,75.0,64.0,95.0,73.0,65.0,69.28571429,485,IDEPT8598,ME 
SID20167255,Sem_1,64.0,58.0,54.0,100.0,80.0,51.0,78.0,69.28571429,485,IDEPT8598,ME 
SID20156447,Sem_1,62.0,,92.0,62.0,87.0,52.0,60.0,69.16666667,415,IDEPT3868,ME 
SID20136447,Sem_1,94.0,42.0,62.0,81.0,71.0,72.0,62.0,69.14285714,484,IDEPT8598,ME 
SID20179658,Sem_1,86.0,85.0,72.0,42.0,66.0,64.0,69.0,69.14285714,484,IDEPT3868,ME 
SID20137865,Sem_1,96.0,94.0,83.0,51.0,56.0,60.0,44.0,69.14285714,484,IDEPT8473,ME 
SID20137002,Sem_1,48.0,78.0,88.0,70.0,49.0,90.0,60.0,69.0,483,IDEPT3868,ME 
SID20187946,Sem_1,,83.0,49.0,54.0,86.0,66.0,76.0,69.0,414,IDEPT8473,ME 
SID20167573,Sem_1,70.0,68.0,56.0,81.0,73.0,68.0,67.0,69.0,483,IDEPT2601,ME 
SID20135456,Sem_1,42.0,71.0,96.0,56.0,55.0,88.0,75.0,69.0,483,IDEPT2601,ME 
SID20177439,Sem_1,83.0,66.0,70.0,47.0,50.0,96.0,71.0,69.0,483,IDEPT8473,ME 
SID20168453,Sem_1,58.0,53.0,59.0,86.0,88.0,51.0,88.0,69.0,483,IDEPT3868,ME 
SID20167833,Sem_1,74.0,55.0,69.0,83.0,92.0,67.0,41.0,68.71428571,481,IDEPT8598,ME 
SID20148293,Sem_1,85.0,53.0,71.0,54.0,67.0,92.0,59.0,68.71428571,481,IDEPT3868,ME 
SID20165619,Sem_1,67.0,53.0,50.0,58.0,99.0,60.0,94.0,68.71428571,481,IDEPT8598,ME 
SID20178227,Sem_1,49.0,83.0,71.0,47.0,,74.0,88.0,68.66666667,412,IDEPT8473,ME 
SID20151966,Sem_1,44.0,73.0,87.0,,,96.0,43.0,68.6,343,IDEPT2601,ME 
SID20168442,Sem_1,82.0,47.0,75.0,43.0,80.0,65.0,88.0,68.57142857,480,IDEPT3868,ME 
SID20189858,Sem_1,72.0,83.0,90.0,53.0,68.0,45.0,68.0,68.42857143,479,IDEPT8473,ME 
SID20157316,Sem_1,52.0,79.0,88.0,88.0,42.0,51.0,79.0,68.42857143,479,IDEPT8598,ME 
SID20135307,Sem_1,53.0,43.0,55.0,,84.0,95.0,80.0,68.33333333,410,IDEPT3868,ME 
SID20181275,Sem_1,71.0,79.0,79.0,84.0,,56.0,41.0,68.33333333,410,IDEPT8473,ME 
SID20139226,Sem_1,49.0,89.0,71.0,,71.0,68.0,62.0,68.33333333,410,IDEPT8473,ME 
SID20149060,Sem_1,45.0,63.0,45.0,93.0,79.0,84.0,69.0,68.28571429,478,IDEPT8473,ME 
SID20155719,Sem_1,42.0,64.0,68.0,90.0,75.0,74.0,65.0,68.28571429,478,IDEPT8473,ME 
SID20169520,Sem_1,46.0,84.0,47.0,73.0,78.0,82.0,68.0,68.28571429,478,IDEPT2601,ME 
SID20184995,Sem_1,84.0,56.0,63.0,74.0,90.0,66.0,45.0,68.28571429,478,IDEPT2601,ME 
SID20137992,Sem_1,89.0,86.0,94.0,72.0,54.0,41.0,42.0,68.28571429,478,IDEPT8473,ME 
SID20137992,Sem_1,89.0,86.0,94.0,72.0,54.0,41.0,42.0,68.28571429,478,IDEPT8473,ME 
SID20164842,Sem_1,49.0,48.0,89.0,,85.0,74.0,64.0,68.16666667,409,IDEPT8473,ME 
SID20136023,Sem_1,79.0,56.0,92.0,77.0,46.0,46.0,81.0,68.14285714,477,IDEPT8473,ME 
SID20178797,Sem_1,70.0,89.0,87.0,62.0,66.0,82.0,21.0,68.14285714,477,IDEPT8473,ME 
SID20145723,Sem_1,80.0,62.0,52.0,93.0,77.0,47.0,66.0,68.14285714,477,IDEPT2601,ME 
SID20157195,Sem_1,54.0,92.0,55.0,94.0,67.0,51.0,63.0,68.0,476,IDEPT3868,ME 
